perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration
CCNE1-1	CCNE1	0.2954910067869902	HCC44	cutting_control	pearson	2
CCNE1-2	CCNE1	-0.041538696709377355	HCC44	cutting_control	pearson	2
CDK2-1	CDK2	0.09232194317945881	HCC44	cutting_control	pearson	2
CDK2-2	CDK2	0.0896805378698557	HCC44	cutting_control	pearson	2
CDK4-1	CDK4	0.035937549402980426	HCC44	cutting_control	pearson	2
CDK4-2	CDK4	0.04511731465316198	HCC44	cutting_control	pearson	2
CDK4-3	CDK4	-0.06629521958438908	HCC44	cutting_control	pearson	2
CHEK2-1	CHEK2	0.11568109441537078	HCC44	cutting_control	pearson	2
CHEK2-2	CHEK2	-0.0891601493427695	HCC44	cutting_control	pearson	2
COX5B-1	COX5B	-0.2873678947416825	HCC44	cutting_control	pearson	2
COX5B-2	COX5B	-0.42308939533407486	HCC44	cutting_control	pearson	2
CSNK1A1-1	CSNK1A1	-0.18111615149094693	HCC44	cutting_control	pearson	2
CSNK1A1-2	CSNK1A1	-0.08462349492170786	HCC44	cutting_control	pearson	2
CTNNB1-1	CTNNB1	-0.26681229320964117	HCC44	cutting_control	pearson	2
CTNNB1-2	CTNNB1	-0.19271785707229172	HCC44	cutting_control	pearson	2
Chr2-1	Chr2	0.006344809722404642	HCC44	cutting_control	pearson	2
Chr2-2	Chr2	-0.0018315997680246276	HCC44	cutting_control	pearson	2
Chr2-3	Chr2	0.000428208577275857	HCC44	cutting_control	pearson	2
Chr2-4	Chr2	-0.012635187299300391	HCC44	cutting_control	pearson	2
Chr2-5	Chr2	0.0032248118444211504	HCC44	cutting_control	pearson	2
Chr2-6	Chr2	0.017797717955441328	HCC44	cutting_control	pearson	2
DOT1L-1	DOT1L	0.17165639007976027	HCC44	cutting_control	pearson	2
DOT1L-2	DOT1L	0.20970895499068	HCC44	cutting_control	pearson	2
EGFR-1	EGFR	-0.24178639183357856	HCC44	cutting_control	pearson	2
EGFR-2	EGFR	-0.17179641336849097	HCC44	cutting_control	pearson	2
EGLN1-8	EGLN1	-0.0039356681514302345	HCC44	cutting_control	pearson	2
EGLN1-9	EGLN1	0.16127822074774512	HCC44	cutting_control	pearson	2
EMPTY	EMPTY		HCC44	cutting_control	pearson	2
ERBB2-1	ERBB2	-0.23650848765863067	HCC44	cutting_control	pearson	2
ERBB2-2	ERBB2	0.040400173334228705	HCC44	cutting_control	pearson	2
ERBB3-1	ERBB3	0.3787459262717394	HCC44	cutting_control	pearson	2
ERBB3-2	ERBB3	0.18108779585320015	HCC44	cutting_control	pearson	2
EZH2-1	EZH2	-0.03143481044534947	HCC44	cutting_control	pearson	2
EZH2-2	EZH2	-0.07416571171884936	HCC44	cutting_control	pearson	2
GLS-1	GLS	-0.017877592139451292	HCC44	cutting_control	pearson	2
GLS-2	GLS	0.055897747524441335	HCC44	cutting_control	pearson	2
GPX4-1	GPX4	0.16705134546473602	HCC44	cutting_control	pearson	2
GPX4-2	GPX4	0.21962527973245402	HCC44	cutting_control	pearson	2
HIF1a-1	HIF1a	0.18139681043058226	HCC44	cutting_control	pearson	2
HIF1a-2	HIF1a	-0.11917689731792115	HCC44	cutting_control	pearson	2
ITGAV-1	ITGAV	-0.056717830628477434	HCC44	cutting_control	pearson	2
ITGAV-2	ITGAV	-0.03269148824156492	HCC44	cutting_control	pearson	2
JAK3-1	JAK3	0.0963393368221425	HCC44	cutting_control	pearson	2
JAK3-2	JAK3	0.1328180992682033	HCC44	cutting_control	pearson	2
KIF11-1	KIF11	0.1815708671402502	HCC44	cutting_control	pearson	2
KIF11-2	KIF11	0.04476301666333815	HCC44	cutting_control	pearson	2
KRAS-1	KRAS	0.03672738604454441	HCC44	cutting_control	pearson	2
KRAS-2A	KRAS	0.06209654440727904	HCC44	cutting_control	pearson	2
KRAS-2B	KRAS	0.046831747230188084	HCC44	cutting_control	pearson	2
LacZ-2	LacZ	0.09554226028935829	HCC44	cutting_control	pearson	2
LacZ-3	LacZ	0.05592792340482711	HCC44	cutting_control	pearson	2
Luc-1	Luc	-0.09390363214667709	HCC44	cutting_control	pearson	2
Luc-2	Luc	-0.07102126115755508	HCC44	cutting_control	pearson	2
MAPK1-1	MAPK1	-0.0724135099438033	HCC44	cutting_control	pearson	2
MAPK1-2	MAPK1	0.06174712360765384	HCC44	cutting_control	pearson	2
MCL1-2	MCL1	-0.10343612547379794	HCC44	cutting_control	pearson	2
MCL1-5	MCL1	0.012666387129207682	HCC44	cutting_control	pearson	2
MTOR-1	MTOR	-0.1883923786465091	HCC44	cutting_control	pearson	2
MTOR-2	MTOR	-0.04436183549287789	HCC44	cutting_control	pearson	2
MYC-1	MYC	-0.05579724222496623	HCC44	cutting_control	pearson	2
MYC-2	MYC	0.10855275228815033	HCC44	cutting_control	pearson	2
ORC4-1	ORC4	0.022984675179487334	HCC44	cutting_control	pearson	2
ORC4-2	ORC4	-0.04289889180368399	HCC44	cutting_control	pearson	2
PIK3CA-1	PIK3CA	-0.0999882337727595	HCC44	cutting_control	pearson	2
PIK3CA-2	PIK3CA	0.17915345616364772	HCC44	cutting_control	pearson	2
POLR2D-1	POLR2D	0.01800134115795478	HCC44	cutting_control	pearson	2
POLR2D-2	POLR2D	0.02206305993917704	HCC44	cutting_control	pearson	2
PPIB-1	PPIB	-0.02868927527523113	HCC44	cutting_control	pearson	2
PPIB-2	PPIB	-0.040398836182895165	HCC44	cutting_control	pearson	2
PRDX1-1	PRDX1	-0.047282541630243785	HCC44	cutting_control	pearson	2
PRDX1-2	PRDX1	-0.03652374568487593	HCC44	cutting_control	pearson	2
PSMA1-1	PSMA1	0.09673347197298532	HCC44	cutting_control	pearson	2
PSMA1-2	PSMA1	0.09962561574059861	HCC44	cutting_control	pearson	2
PTK2-1	PTK2	0.14324131810347554	HCC44	cutting_control	pearson	2
PTK2-2	PTK2	0.18691385604396837	HCC44	cutting_control	pearson	2
RAC1-1	RAC1	-0.0273294866658471	HCC44	cutting_control	pearson	2
RAC1-2	RAC1	0.01954633313081224	HCC44	cutting_control	pearson	2
RAF1-1	RAF1	-0.24769883444122598	HCC44	cutting_control	pearson	2
RAF1-2	RAF1	-0.21941732977576076	HCC44	cutting_control	pearson	2
RHOA-1	RHOA	0.021187870957362173	HCC44	cutting_control	pearson	2
RHOA-2	RHOA	0.009468935293571254	HCC44	cutting_control	pearson	2
SDHB-1	SDHB	-0.06772451371271214	HCC44	cutting_control	pearson	2
SDHB-2	SDHB	-0.33188113243675327	HCC44	cutting_control	pearson	2
SLC2A1-1	SLC2A1		HCC44	cutting_control	pearson	2
SLC2A2-2	SLC2A2		HCC44	cutting_control	pearson	2
SMARCB1-1	SMARCB1	-0.11645103178791397	HCC44	cutting_control	pearson	2
SMARCB1-2	SMARCB1	-0.388337081447323	HCC44	cutting_control	pearson	2
STAT3-1	STAT3	0.4837303959581273	HCC44	cutting_control	pearson	2
STAT3-2	STAT3	0.622858246235074	HCC44	cutting_control	pearson	2
SUZ12-1	SUZ12	0.20035849194467317	HCC44	cutting_control	pearson	2
SUZ12-2	SUZ12	0.16803597728913905	HCC44	cutting_control	pearson	2
TXN-1	TXN	0.015082209070248024	HCC44	cutting_control	pearson	2
TXN-2	TXN	0.09962504627031728	HCC44	cutting_control	pearson	2
XBP-1	XBP	-0.045976345720037566	HCC44	cutting_control	pearson	2
XBP-2	XBP	-0.047076591336890156	HCC44	cutting_control	pearson	2
YAP1-1	YAP1	0.11635237239527904	HCC44	cutting_control	pearson	2
YAP1-2	YAP1	-0.012165776225936847	HCC44	cutting_control	pearson	2
AKT1-1	AKT1	-0.2639127779007235	A549	cutting_control	pearson	2
AKT1-2	AKT1	-0.0698828302595465	A549	cutting_control	pearson	2
ARID1B-1	ARID1B	-0.3781047790632714	A549	cutting_control	pearson	2
ARID1B-2	ARID1B	-0.3864097761919325	A549	cutting_control	pearson	2
ATF4-1	ATF4	0.07480351778571219	A549	cutting_control	pearson	2
ATF4-2	ATF4	0.1505471692231895	A549	cutting_control	pearson	2
ATP50-1	ATP50	0.16811764676507837	A549	cutting_control	pearson	2
ATP50-2	ATP50	0.13052268532052316	A549	cutting_control	pearson	2
AURKB-2	AURKB		A549	cutting_control	pearson	2
BCL2-1	BCL2	-0.23148635655016708	A549	cutting_control	pearson	2
BCL2-2	BCL2	-0.33833261155551103	A549	cutting_control	pearson	2
BCL2L2-1	BCL2L2	-0.02826223200445242	A549	cutting_control	pearson	2
BCL2L2-2	BCL2L2	0.06902211442962686	A549	cutting_control	pearson	2
BCL2L2-4	BCL2L2	-0.018101562908139537	A549	cutting_control	pearson	2
BRAF-2	BRAF		A549	cutting_control	pearson	2
BRAF1-1	BRAF1		A549	cutting_control	pearson	2
BRCA1-1	BRCA1	-0.16113044168287796	A549	cutting_control	pearson	2
BRCA1-2	BRCA1	-0.17815556697874693	A549	cutting_control	pearson	2
BRD4-1	BRD4	0.07603385565562777	A549	cutting_control	pearson	2
BRD4-2	BRD4	-0.37123942756834866	A549	cutting_control	pearson	2
CCND1-1	CCND1	-0.2177401283671249	A549	cutting_control	pearson	2
CCND1-2	CCND1	-0.07193514473841106	A549	cutting_control	pearson	2
CCNE1-1	CCNE1	0.14610516160317688	A549	cutting_control	pearson	2
CCNE1-2	CCNE1	0.008309614176174703	A549	cutting_control	pearson	2
CDK2-1	CDK2	0.030307254437476054	A549	cutting_control	pearson	2
CDK2-2	CDK2	-0.04370247699576992	A549	cutting_control	pearson	2
CDK4-1	CDK4	-0.06893353360199066	A549	cutting_control	pearson	2
CDK4-2	CDK4	0.11197100517441846	A549	cutting_control	pearson	2
CDK4-3	CDK4	0.07653647055080838	A549	cutting_control	pearson	2
CHEK2-1	CHEK2	0.3165209136117674	A549	cutting_control	pearson	2
CHEK2-2	CHEK2	0.6034385611542946	A549	cutting_control	pearson	2
COX5B-1	COX5B	0.03943383358357607	A549	cutting_control	pearson	2
COX5B-2	COX5B	-0.04174404608256755	A549	cutting_control	pearson	2
CSNK1A1-1	CSNK1A1	0.12285702347177918	A549	cutting_control	pearson	2
CSNK1A1-2	CSNK1A1	0.18713868704807515	A549	cutting_control	pearson	2
CTNNB1-1	CTNNB1	-0.316803017500809	A549	cutting_control	pearson	2
CTNNB1-2	CTNNB1	-0.0015195680148840836	A549	cutting_control	pearson	2
Chr2-1	Chr2	0.005777183648244261	A549	cutting_control	pearson	2
Chr2-2	Chr2	-0.0043524609861045485	A549	cutting_control	pearson	2
Chr2-3	Chr2	0.018170720678550092	A549	cutting_control	pearson	2
Chr2-4	Chr2	-0.016146025027959067	A549	cutting_control	pearson	2
Chr2-5	Chr2	0.02361385681482529	A549	cutting_control	pearson	2
Chr2-6	Chr2	-0.006488956743050523	A549	cutting_control	pearson	2
DOT1L-1	DOT1L	-0.35389641066899824	A549	cutting_control	pearson	2
DOT1L-2	DOT1L	-0.11639189580414433	A549	cutting_control	pearson	2
EGFR-1	EGFR	-0.07573612964168248	A549	cutting_control	pearson	2
EGFR-2	EGFR	0.0975758864757525	A549	cutting_control	pearson	2
EGLN1-8	EGLN1	0.40484175046616516	A549	cutting_control	pearson	2
EGLN1-9	EGLN1	0.4617819161696265	A549	cutting_control	pearson	2
EMPTY	EMPTY		A549	cutting_control	pearson	2
ERBB2-1	ERBB2	-0.028078019957574765	A549	cutting_control	pearson	2
ERBB2-2	ERBB2	0.06053536937150539	A549	cutting_control	pearson	2
ERBB3-1	ERBB3	-0.31858018933045124	A549	cutting_control	pearson	2
ERBB3-2	ERBB3	-0.19201986477357072	A549	cutting_control	pearson	2
EZH2-1	EZH2	-0.0205275160752099	A549	cutting_control	pearson	2
EZH2-2	EZH2	-0.3184464526302808	A549	cutting_control	pearson	2
GLS-1	GLS	-0.23626372046291597	A549	cutting_control	pearson	2
GLS-2	GLS	-0.3612031450610827	A549	cutting_control	pearson	2
GPX4-1	GPX4	0.2885215617022666	A549	cutting_control	pearson	2
GPX4-2	GPX4	0.222150702689517	A549	cutting_control	pearson	2
HIF1a-1	HIF1a	-0.024551078129431473	A549	cutting_control	pearson	2
HIF1a-2	HIF1a	-0.007469583427416253	A549	cutting_control	pearson	2
ITGAV-1	ITGAV	0.38701198799232867	A549	cutting_control	pearson	2
ITGAV-2	ITGAV	0.17025041313126416	A549	cutting_control	pearson	2
JAK3-1	JAK3	0.15140888691770654	A549	cutting_control	pearson	2
JAK3-2	JAK3	0.22931430095711094	A549	cutting_control	pearson	2
KIF11-1	KIF11	0.07237951931066207	A549	cutting_control	pearson	2
KIF11-2	KIF11	0.160258233002214	A549	cutting_control	pearson	2
KRAS-1	KRAS	-0.06712556552411068	A549	cutting_control	pearson	2
KRAS-2A	KRAS	-0.1625169899531341	A549	cutting_control	pearson	2
KRAS-2B	KRAS	-0.15929235864036512	A549	cutting_control	pearson	2
LacZ-2	LacZ	0.11017614710384604	A549	cutting_control	pearson	2
LacZ-3	LacZ	-0.09534283046719853	A549	cutting_control	pearson	2
Luc-1	Luc	-0.08943498937436759	A549	cutting_control	pearson	2
Luc-2	Luc	-0.08273842556311992	A549	cutting_control	pearson	2
MAPK1-1	MAPK1	0.050651031021890267	A549	cutting_control	pearson	2
MAPK1-2	MAPK1	0.08696135312481403	A549	cutting_control	pearson	2
MCL1-2	MCL1	0.07756790493144967	A549	cutting_control	pearson	2
MCL1-5	MCL1	0.04461433667505714	A549	cutting_control	pearson	2
MTOR-1	MTOR	-0.12535557575692186	A549	cutting_control	pearson	2
MTOR-2	MTOR	0.2683251467105164	A549	cutting_control	pearson	2
MYC-1	MYC	-0.07448770195778426	A549	cutting_control	pearson	2
MYC-2	MYC	-0.24916088220812252	A549	cutting_control	pearson	2
ORC4-1	ORC4	-0.07804345826746541	A549	cutting_control	pearson	2
ORC4-2	ORC4	0.21501317439933554	A549	cutting_control	pearson	2
PIK3CA-1	PIK3CA	0.19163490443271594	A549	cutting_control	pearson	2
PIK3CA-2	PIK3CA	-0.03726380319204892	A549	cutting_control	pearson	2
POLR2D-1	POLR2D	0.036728262068900466	A549	cutting_control	pearson	2
POLR2D-2	POLR2D	0.1674478651990818	A549	cutting_control	pearson	2
PPIB-1	PPIB	-0.054266238185715084	A549	cutting_control	pearson	2
PPIB-2	PPIB	-0.10269249558029599	A549	cutting_control	pearson	2
PRDX1-1	PRDX1	0.11388747341446827	A549	cutting_control	pearson	2
PRDX1-2	PRDX1	0.13428200326313405	A549	cutting_control	pearson	2
PSMA1-1	PSMA1	-0.14859678411929278	A549	cutting_control	pearson	2
PSMA1-2	PSMA1	-0.1793031651933604	A549	cutting_control	pearson	2
PTK2-1	PTK2	-0.3868706391934983	A549	cutting_control	pearson	2
PTK2-2	PTK2	0.22762923738263385	A549	cutting_control	pearson	2
RAC1-1	RAC1	0.16495785146837882	A549	cutting_control	pearson	2
RAC1-2	RAC1	0.12880669189242722	A549	cutting_control	pearson	2
RAF1-1	RAF1	0.1029020441847783	A549	cutting_control	pearson	2
RAF1-2	RAF1	0.12488319436677545	A549	cutting_control	pearson	2
RHOA-1	RHOA	-0.16467965113251057	A549	cutting_control	pearson	2
RHOA-2	RHOA	-0.1292336466137106	A549	cutting_control	pearson	2
SDHB-1	SDHB	-0.04461544816053567	A549	cutting_control	pearson	2
SDHB-2	SDHB	0.02513901900014285	A549	cutting_control	pearson	2
SLC2A1-1	SLC2A1		A549	cutting_control	pearson	2
SLC2A2-2	SLC2A2		A549	cutting_control	pearson	2
SMARCB1-1	SMARCB1	-0.11242373727321432	A549	cutting_control	pearson	2
SMARCB1-2	SMARCB1	-0.19084363929426654	A549	cutting_control	pearson	2
STAT3-1	STAT3	0.12203157918038832	A549	cutting_control	pearson	2
STAT3-2	STAT3	0.1005035012982664	A549	cutting_control	pearson	2
SUZ12-1	SUZ12	-0.3050371953250488	A549	cutting_control	pearson	2
SUZ12-2	SUZ12	-0.49552136083744003	A549	cutting_control	pearson	2
TXN-1	TXN	0.44419392989721995	A549	cutting_control	pearson	2
TXN-2	TXN	0.32673610017472815	A549	cutting_control	pearson	2
XBP-1	XBP	0.14392406530124668	A549	cutting_control	pearson	2
XBP-2	XBP	-0.011214379701207625	A549	cutting_control	pearson	2
YAP1-1	YAP1	-0.1833748270288717	A549	cutting_control	pearson	2
YAP1-2	YAP1	-0.054615832247656336	A549	cutting_control	pearson	2
AKT1-1	AKT1	-0.1145559805529619	ES2	cutting_control	pearson	2
AKT1-2	AKT1	-0.14841226980841934	ES2	cutting_control	pearson	2
ARID1B-1	ARID1B	-0.07703117872058934	ES2	cutting_control	pearson	2
ARID1B-2	ARID1B	-0.22418373746629708	ES2	cutting_control	pearson	2
ATF4-1	ATF4	0.06511950484220426	ES2	cutting_control	pearson	2
ATF4-2	ATF4	-0.01452784307222927	ES2	cutting_control	pearson	2
ATP50-1	ATP50	0.27243113724960655	ES2	cutting_control	pearson	2
ATP50-2	ATP50	0.1284254871691167	ES2	cutting_control	pearson	2
AURKB-2	AURKB		ES2	cutting_control	pearson	2
BCL2-1	BCL2	-0.09666225258717323	ES2	cutting_control	pearson	2
BCL2-2	BCL2	0.028605056805653242	ES2	cutting_control	pearson	2
BCL2L2-1	BCL2L2	0.061078187402593666	ES2	cutting_control	pearson	2
BCL2L2-2	BCL2L2	0.03998028601293231	ES2	cutting_control	pearson	2
BCL2L2-4	BCL2L2	0.0056981469892154035	ES2	cutting_control	pearson	2
BRAF-2	BRAF		ES2	cutting_control	pearson	2
BRAF1-1	BRAF1		ES2	cutting_control	pearson	2
BRCA1-1	BRCA1	-0.020077236202831614	ES2	cutting_control	pearson	2
BRCA1-2	BRCA1	0.20708352040095662	ES2	cutting_control	pearson	2
BRD4-1	BRD4	0.33977185693588147	ES2	cutting_control	pearson	2
BRD4-2	BRD4	0.14982164147426819	ES2	cutting_control	pearson	2
CCND1-1	CCND1	-0.3989151727112591	ES2	cutting_control	pearson	2
CCND1-2	CCND1	-0.1228507811637541	ES2	cutting_control	pearson	2
CCNE1-1	CCNE1	0.10074063712694671	ES2	cutting_control	pearson	2
CCNE1-2	CCNE1	-0.19741702770183067	ES2	cutting_control	pearson	2
CDK2-1	CDK2	-0.025021858325969704	ES2	cutting_control	pearson	2
CDK2-2	CDK2	-0.04473017856923836	ES2	cutting_control	pearson	2
CDK4-1	CDK4	-0.05146314284458545	ES2	cutting_control	pearson	2
CDK4-2	CDK4	-0.055384000295793004	ES2	cutting_control	pearson	2
CDK4-3	CDK4	0.11571662605619583	ES2	cutting_control	pearson	2
CHEK2-1	CHEK2	0.08453834958246957	ES2	cutting_control	pearson	2
CHEK2-2	CHEK2	0.3026285819199927	ES2	cutting_control	pearson	2
COX5B-1	COX5B	-0.2906000776355366	ES2	cutting_control	pearson	2
COX5B-2	COX5B	-0.09040431034310127	ES2	cutting_control	pearson	2
CSNK1A1-1	CSNK1A1	-0.19106791431258557	ES2	cutting_control	pearson	2
CSNK1A1-2	CSNK1A1	-0.030553447063607717	ES2	cutting_control	pearson	2
CTNNB1-1	CTNNB1	-0.0705051835741754	ES2	cutting_control	pearson	2
CTNNB1-2	CTNNB1	0.11845040260798702	ES2	cutting_control	pearson	2
Chr2-1	Chr2	-0.008447547825360315	ES2	cutting_control	pearson	2
Chr2-2	Chr2	-0.028041454027372233	ES2	cutting_control	pearson	2
Chr2-3	Chr2	0.0018635059694579335	ES2	cutting_control	pearson	2
Chr2-4	Chr2	8.31067630676764e-06	ES2	cutting_control	pearson	2
Chr2-5	Chr2	-0.0012388410093417414	ES2	cutting_control	pearson	2
Chr2-6	Chr2	5.787672616013811e-06	ES2	cutting_control	pearson	2
DOT1L-1	DOT1L	0.3005326227882487	ES2	cutting_control	pearson	2
DOT1L-2	DOT1L	0.26104925508849974	ES2	cutting_control	pearson	2
EGFR-1	EGFR	-0.1587468732312481	ES2	cutting_control	pearson	2
EGFR-2	EGFR	-0.08169325685992791	ES2	cutting_control	pearson	2
EGLN1-8	EGLN1	-0.3200358647043973	ES2	cutting_control	pearson	2
EGLN1-9	EGLN1	-0.5032850069065522	ES2	cutting_control	pearson	2
EMPTY	EMPTY		ES2	cutting_control	pearson	2
ERBB2-1	ERBB2	-0.041024879389819864	ES2	cutting_control	pearson	2
ERBB2-2	ERBB2	-0.21507869358413528	ES2	cutting_control	pearson	2
ERBB3-1	ERBB3	-0.0950058432872585	ES2	cutting_control	pearson	2
ERBB3-2	ERBB3	0.07573657004980189	ES2	cutting_control	pearson	2
EZH2-1	EZH2	-0.2842499063332441	ES2	cutting_control	pearson	2
EZH2-2	EZH2	-0.39066201155005764	ES2	cutting_control	pearson	2
GLS-1	GLS	0.05321940809935747	ES2	cutting_control	pearson	2
GLS-2	GLS	0.018840980984897084	ES2	cutting_control	pearson	2
GPX4-1	GPX4	0.006028690678220023	ES2	cutting_control	pearson	2
GPX4-2	GPX4	-0.1623263136406328	ES2	cutting_control	pearson	2
HIF1a-1	HIF1a	0.14384170139348137	ES2	cutting_control	pearson	2
HIF1a-2	HIF1a	-0.09753193051023093	ES2	cutting_control	pearson	2
ITGAV-1	ITGAV	0.4702329013792144	ES2	cutting_control	pearson	2
ITGAV-2	ITGAV	0.4140942010969126	ES2	cutting_control	pearson	2
JAK3-1	JAK3	-0.07576500042101622	ES2	cutting_control	pearson	2
JAK3-2	JAK3	0.07218269105857827	ES2	cutting_control	pearson	2
KIF11-1	KIF11	-0.21563292320163108	ES2	cutting_control	pearson	2
KIF11-2	KIF11	-0.22985625683997613	ES2	cutting_control	pearson	2
KRAS-1	KRAS	-0.17483575856534664	ES2	cutting_control	pearson	2
KRAS-2A	KRAS	-0.22757344572965968	ES2	cutting_control	pearson	2
KRAS-2B	KRAS	-0.08908778508699822	ES2	cutting_control	pearson	2
LacZ-2	LacZ	-0.008783927001049081	ES2	cutting_control	pearson	2
LacZ-3	LacZ	-0.17187552638806336	ES2	cutting_control	pearson	2
Luc-1	Luc	0.0449109994865106	ES2	cutting_control	pearson	2
Luc-2	Luc	0.12909286629815894	ES2	cutting_control	pearson	2
MAPK1-1	MAPK1	0.051675003572580994	ES2	cutting_control	pearson	2
MAPK1-2	MAPK1	-0.025375331401706964	ES2	cutting_control	pearson	2
MCL1-2	MCL1	0.15226568641179644	ES2	cutting_control	pearson	2
MCL1-5	MCL1	0.0513818668189553	ES2	cutting_control	pearson	2
MTOR-1	MTOR	-0.050678605992751875	ES2	cutting_control	pearson	2
MTOR-2	MTOR	-0.1311447630674496	ES2	cutting_control	pearson	2
MYC-1	MYC	-0.08711924278882208	ES2	cutting_control	pearson	2
MYC-2	MYC	-0.09455215949061552	ES2	cutting_control	pearson	2
ORC4-1	ORC4	0.0880826999940316	ES2	cutting_control	pearson	2
ORC4-2	ORC4	0.1332456142149604	ES2	cutting_control	pearson	2
PIK3CA-1	PIK3CA	0.1875845940071357	ES2	cutting_control	pearson	2
PIK3CA-2	PIK3CA	0.16851138708397134	ES2	cutting_control	pearson	2
POLR2D-1	POLR2D	-0.011721350264709598	ES2	cutting_control	pearson	2
POLR2D-2	POLR2D	0.05540837840711776	ES2	cutting_control	pearson	2
PPIB-1	PPIB	-0.03712971108577348	ES2	cutting_control	pearson	2
PPIB-2	PPIB	-0.005560343720899718	ES2	cutting_control	pearson	2
PRDX1-1	PRDX1	0.01437540721286464	ES2	cutting_control	pearson	2
PRDX1-2	PRDX1	-0.15854754046901343	ES2	cutting_control	pearson	2
PSMA1-1	PSMA1	-0.05882593859222572	ES2	cutting_control	pearson	2
PSMA1-2	PSMA1	-0.10554186574502361	ES2	cutting_control	pearson	2
PTK2-1	PTK2	0.24183948371464384	ES2	cutting_control	pearson	2
PTK2-2	PTK2	0.32197187247411274	ES2	cutting_control	pearson	2
RAC1-1	RAC1	0.0443939574973617	ES2	cutting_control	pearson	2
RAC1-2	RAC1	0.005336341436321054	ES2	cutting_control	pearson	2
RAF1-1	RAF1	0.12030846960751058	ES2	cutting_control	pearson	2
RAF1-2	RAF1	0.278701479788271	ES2	cutting_control	pearson	2
RHOA-1	RHOA	-0.03632825367621902	ES2	cutting_control	pearson	2
RHOA-2	RHOA	-0.13915247945912726	ES2	cutting_control	pearson	2
SDHB-1	SDHB	-0.03505268968891095	ES2	cutting_control	pearson	2
SDHB-2	SDHB	-0.010225406194501954	ES2	cutting_control	pearson	2
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	2
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	2
SMARCB1-1	SMARCB1	0.12198511312222587	ES2	cutting_control	pearson	2
SMARCB1-2	SMARCB1	0.04252218009917293	ES2	cutting_control	pearson	2
STAT3-1	STAT3	0.07265137730549892	ES2	cutting_control	pearson	2
STAT3-2	STAT3	-0.03138648327139025	ES2	cutting_control	pearson	2
SUZ12-1	SUZ12	0.05217138479264746	ES2	cutting_control	pearson	2
SUZ12-2	SUZ12	0.2294876447576997	ES2	cutting_control	pearson	2
TXN-1	TXN	-0.11489050803234753	ES2	cutting_control	pearson	2
TXN-2	TXN	-0.19881014139165354	ES2	cutting_control	pearson	2
XBP-1	XBP	-0.24667046786560284	ES2	cutting_control	pearson	2
XBP-2	XBP	-0.0811018989933107	ES2	cutting_control	pearson	2
YAP1-1	YAP1	0.0796397896960665	ES2	cutting_control	pearson	2
YAP1-2	YAP1	0.2529374437554917	ES2	cutting_control	pearson	2
AKT1-1	AKT1	0.05090391180266934	HCC44	cutting_control	pearson	3
AKT1-2	AKT1	0.30668552778732205	HCC44	cutting_control	pearson	3
ARID1B-1	ARID1B	-0.17016178331899035	HCC44	cutting_control	pearson	3
ARID1B-2	ARID1B	0.06365455226929581	HCC44	cutting_control	pearson	3
ATF4-1	ATF4	-0.2247035394365279	HCC44	cutting_control	pearson	3
ATF4-2	ATF4	-0.12474446572099139	HCC44	cutting_control	pearson	3
ATP50-1	ATP50	0.037710209011969927	HCC44	cutting_control	pearson	3
ATP50-2	ATP50	-0.24493193373344369	HCC44	cutting_control	pearson	3
AURKB-2	AURKB		HCC44	cutting_control	pearson	3
BCL2-1	BCL2	-0.16419340812628147	HCC44	cutting_control	pearson	3
BCL2-2	BCL2	-0.1454514434642493	HCC44	cutting_control	pearson	3
BCL2L2-1	BCL2L2	-0.025340887397416825	HCC44	cutting_control	pearson	3
BCL2L2-2	BCL2L2	-0.2362321834442715	HCC44	cutting_control	pearson	3
BCL2L2-4	BCL2L2	-0.1210183842226169	HCC44	cutting_control	pearson	3
BRAF-2	BRAF		HCC44	cutting_control	pearson	3
BRAF1-1	BRAF1		HCC44	cutting_control	pearson	3
BRCA1-1	BRCA1	-0.04557980562455756	HCC44	cutting_control	pearson	3
BRCA1-2	BRCA1	0.02986894295070002	HCC44	cutting_control	pearson	3
BRD4-1	BRD4	-0.024916574488709098	HCC44	cutting_control	pearson	3
BRD4-2	BRD4	-0.12042694641067302	HCC44	cutting_control	pearson	3
CCND1-1	CCND1	0.01774748604843838	HCC44	cutting_control	pearson	3
CCND1-2	CCND1	-0.11851327612442418	HCC44	cutting_control	pearson	3
CCNE1-1	CCNE1	0.08650045733053793	HCC44	cutting_control	pearson	3
CCNE1-2	CCNE1	0.09541939273015994	HCC44	cutting_control	pearson	3
CDK2-1	CDK2	-0.1910151029569979	HCC44	cutting_control	pearson	3
CDK2-2	CDK2	-0.28272469381666837	HCC44	cutting_control	pearson	3
CDK4-1	CDK4	-0.003321528043940906	HCC44	cutting_control	pearson	3
CDK4-2	CDK4	-0.016614561651809943	HCC44	cutting_control	pearson	3
CDK4-3	CDK4	-0.0972758400318187	HCC44	cutting_control	pearson	3
CHEK2-1	CHEK2	0.02497137119996137	HCC44	cutting_control	pearson	3
CHEK2-2	CHEK2	0.11029750471231241	HCC44	cutting_control	pearson	3
COX5B-1	COX5B	0.22850519048307272	HCC44	cutting_control	pearson	3
COX5B-2	COX5B	-0.062021736307775646	HCC44	cutting_control	pearson	3
