perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	num_controls
BRCA1-2	BRCA1	0.7582973287035991	ES2	perturbation_control	pearson	2	10
BRD4-1	BRD4	0.9714714567523435	ES2	perturbation_control	pearson	2	10
BRD4-2	BRD4	0.764095411135099	ES2	perturbation_control	pearson	2	10
CCND1-1	CCND1	1.6769426761763504	ES2	perturbation_control	pearson	2	10
CCND1-2	CCND1	1.584135505968033	ES2	perturbation_control	pearson	2	10
CCNE1-1	CCNE1	1.0053182782048729	ES2	perturbation_control	pearson	2	10
CCNE1-2	CCNE1	0.7189745107092907	ES2	perturbation_control	pearson	2	10
CDK2-1	CDK2	1.41579486194382	ES2	perturbation_control	pearson	2	10
CDK2-2	CDK2	1.1659532645125807	ES2	perturbation_control	pearson	2	10
CDK4-1	CDK4	2.0333218082423863	ES2	perturbation_control	pearson	2	10
CDK4-2	CDK4	1.8407107534250169	ES2	perturbation_control	pearson	2	10
CDK4-3	CDK4	1.7855334774279572	ES2	perturbation_control	pearson	2	10
CHEK2-1	CHEK2	0.8868476987925384	ES2	perturbation_control	pearson	2	10
CHEK2-2	CHEK2	0.5946274151141382	ES2	perturbation_control	pearson	2	10
COX5B-1	COX5B	0.0569508868080518	ES2	perturbation_control	pearson	2	10
COX5B-2	COX5B	-0.062419442298610434	ES2	perturbation_control	pearson	2	10
CSNK1A1-1	CSNK1A1	1.3496697842377068	ES2	perturbation_control	pearson	2	10
CSNK1A1-2	CSNK1A1	0.8484074611927782	ES2	perturbation_control	pearson	2	10
CTNNB1-1	CTNNB1	1.0449400812060305	ES2	perturbation_control	pearson	2	10
CTNNB1-2	CTNNB1	1.0805280205262389	ES2	perturbation_control	pearson	2	10
Chr2-1	Chr2	-0.004449824491156757	ES2	perturbation_control	pearson	2	10
Chr2-2	Chr2	0.12568264886016717	ES2	perturbation_control	pearson	2	10
Chr2-3	Chr2	0.24567968832886014	ES2	perturbation_control	pearson	2	10
Chr2-4	Chr2	0.2551863250169808	ES2	perturbation_control	pearson	2	10
Chr2-5	Chr2	0.2839568193308572	ES2	perturbation_control	pearson	2	10
Chr2-6	Chr2	0.2296157284249512	ES2	perturbation_control	pearson	2	10
DOT1L-1	DOT1L	1.7009290868513358	ES2	perturbation_control	pearson	2	10
DOT1L-2	DOT1L	1.6544329991759024	ES2	perturbation_control	pearson	2	10
EGFR-1	EGFR	1.3292770612114921	ES2	perturbation_control	pearson	2	10
EGFR-2	EGFR	1.2814310906528315	ES2	perturbation_control	pearson	2	10
EGLN1-8	EGLN1	2.3385639856947886	ES2	perturbation_control	pearson	2	10
EGLN1-9	EGLN1	2.212659442642194	ES2	perturbation_control	pearson	2	10
EMPTY	EMPTY		ES2	perturbation_control	pearson	2	10
ERBB2-1	ERBB2	1.1880921404291458	ES2	perturbation_control	pearson	2	10
ERBB2-2	ERBB2	1.05350557585952	ES2	perturbation_control	pearson	2	10
ERBB3-1	ERBB3	0.7218770420152434	ES2	perturbation_control	pearson	2	10
ERBB3-2	ERBB3	0.5925280842930746	ES2	perturbation_control	pearson	2	10
EZH2-1	EZH2	1.4409679507874533	ES2	perturbation_control	pearson	2	10
EZH2-2	EZH2	1.8610935568833515	ES2	perturbation_control	pearson	2	10
GLS-1	GLS	1.37215616655069	ES2	perturbation_control	pearson	2	10
GLS-2	GLS	0.9292827882399232	ES2	perturbation_control	pearson	2	10
GPX4-1	GPX4	2.992735706802504	ES2	perturbation_control	pearson	2	10
GPX4-2	GPX4	2.862216990982644	ES2	perturbation_control	pearson	2	10
HIF1a-1	HIF1a	0.8099254079234421	ES2	perturbation_control	pearson	2	10
HIF1a-2	HIF1a	0.9094766868092063	ES2	perturbation_control	pearson	2	10
ITGAV-1	ITGAV	2.425035556233321	ES2	perturbation_control	pearson	2	10
ITGAV-2	ITGAV	2.404945890574307	ES2	perturbation_control	pearson	2	10
JAK3-1	JAK3	-0.220082324474573	ES2	perturbation_control	pearson	2	10
JAK3-2	JAK3	-0.12683074189202392	ES2	perturbation_control	pearson	2	10
KIF11-1	KIF11	0.8541695241360955	ES2	perturbation_control	pearson	2	10
KIF11-2	KIF11	0.953786009092235	ES2	perturbation_control	pearson	2	10
KRAS-1	KRAS	0.08961323600436082	ES2	perturbation_control	pearson	2	10
KRAS-2A	KRAS	0.24490243903161005	ES2	perturbation_control	pearson	2	10
KRAS-2B	KRAS	0.06206499552889804	ES2	perturbation_control	pearson	2	10
LacZ-2	LacZ	-0.06337296381043335	ES2	perturbation_control	pearson	2	10
LacZ-3	LacZ	-0.05554892290922981	ES2	perturbation_control	pearson	2	10
Luc-1	Luc	0.6575336127725401	ES2	perturbation_control	pearson	2	10
Luc-2	Luc	0.3955773677307554	ES2	perturbation_control	pearson	2	10
MAPK1-1	MAPK1	3.3181513424814217	ES2	perturbation_control	pearson	2	10
MAPK1-2	MAPK1	3.5448587585968063	ES2	perturbation_control	pearson	2	10
MCL1-2	MCL1	0.2291010741712107	ES2	perturbation_control	pearson	2	10
MCL1-5	MCL1	0.2320410607324838	ES2	perturbation_control	pearson	2	10
MTOR-1	MTOR	1.5427306313240192	ES2	perturbation_control	pearson	2	10
MTOR-2	MTOR	1.67820738826868	ES2	perturbation_control	pearson	2	10
MYC-1	MYC	3.8236882715634035	ES2	perturbation_control	pearson	2	10
MYC-2	MYC	3.394794457743126	ES2	perturbation_control	pearson	2	10
ORC4-1	ORC4	0.162852682916568	ES2	perturbation_control	pearson	2	10
ORC4-2	ORC4	0.19966164794935123	ES2	perturbation_control	pearson	2	10
PIK3CA-1	PIK3CA	0.9004145114439461	ES2	perturbation_control	pearson	2	10
PIK3CA-2	PIK3CA	1.0192239034373893	ES2	perturbation_control	pearson	2	10
POLR2D-1	POLR2D	1.6612890476110431	ES2	perturbation_control	pearson	2	10
POLR2D-2	POLR2D	1.6820493659715041	ES2	perturbation_control	pearson	2	10
PPIB-1	PPIB	-0.01921284602359694	ES2	perturbation_control	pearson	2	10
PPIB-2	PPIB	-0.029791130236934645	ES2	perturbation_control	pearson	2	10
PRDX1-1	PRDX1	0.7545296227313352	ES2	perturbation_control	pearson	2	10
PRDX1-2	PRDX1	1.025662306845393	ES2	perturbation_control	pearson	2	10
PSMA1-1	PSMA1	2.157488110135061	ES2	perturbation_control	pearson	2	10
PSMA1-2	PSMA1	2.3778054314308843	ES2	perturbation_control	pearson	2	10
PTK2-1	PTK2	1.7615493355480503	ES2	perturbation_control	pearson	2	10
PTK2-2	PTK2	1.6694314953597373	ES2	perturbation_control	pearson	2	10
RAC1-1	RAC1	0.9011542073998408	ES2	perturbation_control	pearson	2	10
RAC1-2	RAC1	0.8574129210078059	ES2	perturbation_control	pearson	2	10
RAF1-1	RAF1	1.1154373589465274	ES2	perturbation_control	pearson	2	10
RAF1-2	RAF1	1.2313596595214447	ES2	perturbation_control	pearson	2	10
RHOA-1	RHOA	2.6697543938244026	ES2	perturbation_control	pearson	2	10
RHOA-2	RHOA	2.682620652655363	ES2	perturbation_control	pearson	2	10
SDHB-1	SDHB	1.0247995194923492	ES2	perturbation_control	pearson	2	10
SDHB-2	SDHB	1.0110213163101889	ES2	perturbation_control	pearson	2	10
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	2	10
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	2	10
SMARCB1-1	SMARCB1	0.8874992786969453	ES2	perturbation_control	pearson	2	10
SMARCB1-2	SMARCB1	0.6503579233022758	ES2	perturbation_control	pearson	2	10
STAT3-1	STAT3	0.46222033314486993	ES2	perturbation_control	pearson	2	10
STAT3-2	STAT3	0.5208017039332827	ES2	perturbation_control	pearson	2	10
SUZ12-1	SUZ12	0.7716609532004494	ES2	perturbation_control	pearson	2	10
SUZ12-2	SUZ12	0.4528221185578068	ES2	perturbation_control	pearson	2	10
TXN-1	TXN	0.8195524344762416	ES2	perturbation_control	pearson	2	10
TXN-2	TXN	0.8001987561176054	ES2	perturbation_control	pearson	2	10
XBP-1	XBP	1.1123319122500124	ES2	perturbation_control	pearson	2	10
XBP-2	XBP	0.850287722349191	ES2	perturbation_control	pearson	2	10
YAP1-1	YAP1	1.8375528941487924	ES2	perturbation_control	pearson	2	10
YAP1-2	YAP1	1.9114227345708668	ES2	perturbation_control	pearson	2	10
AKT1-1	AKT1	0.8747608073970814	HCC44	perturbation_control	pearson	2	7
AKT1-2	AKT1	1.0348591025813325	HCC44	perturbation_control	pearson	2	7
ARID1B-1	ARID1B	0.7577518565709188	HCC44	perturbation_control	pearson	2	7
ARID1B-2	ARID1B	0.8594571163300838	HCC44	perturbation_control	pearson	2	7
ATF4-1	ATF4	1.041035715855611	HCC44	perturbation_control	pearson	2	7
ATF4-2	ATF4	1.0077489973920524	HCC44	perturbation_control	pearson	2	7
ATP50-1	ATP50	1.5762964758396407	HCC44	perturbation_control	pearson	2	7
ATP50-2	ATP50	1.6383321438315246	HCC44	perturbation_control	pearson	2	7
AURKB-2	AURKB		HCC44	perturbation_control	pearson	2	7
BCL2-1	BCL2	0.7096207597038325	HCC44	perturbation_control	pearson	2	7
BCL2-2	BCL2	0.4782079109723575	HCC44	perturbation_control	pearson	2	7
BCL2L2-1	BCL2L2	0.5669145790292602	HCC44	perturbation_control	pearson	2	7
BCL2L2-2	BCL2L2	0.18919522684654927	HCC44	perturbation_control	pearson	2	7
BCL2L2-4	BCL2L2	0.9731110669738088	HCC44	perturbation_control	pearson	2	7
BRAF-2	BRAF		HCC44	perturbation_control	pearson	2	7
BRAF1-1	BRAF1		HCC44	perturbation_control	pearson	2	7
BRCA1-1	BRCA1	1.296955994390956	HCC44	perturbation_control	pearson	2	7
BRCA1-2	BRCA1	1.090178219651605	HCC44	perturbation_control	pearson	2	7
BRD4-1	BRD4	2.2679190673312846	HCC44	perturbation_control	pearson	2	7
BRD4-2	BRD4	2.8688309776042806	HCC44	perturbation_control	pearson	2	7
CCND1-1	CCND1	0.8005424100657231	HCC44	perturbation_control	pearson	2	7
CCND1-2	CCND1	1.08007173400146	HCC44	perturbation_control	pearson	2	7
CCNE1-1	CCNE1	2.8558389209442314	HCC44	perturbation_control	pearson	2	7
CCNE1-2	CCNE1	2.7049457409164592	HCC44	perturbation_control	pearson	2	7
CDK2-1	CDK2	4.176985106700533	HCC44	perturbation_control	pearson	2	7
CDK2-2	CDK2	3.3034013816409176	HCC44	perturbation_control	pearson	2	7
CDK4-1	CDK4	2.014009006679542	HCC44	perturbation_control	pearson	2	7
CDK4-2	CDK4	1.600059240546206	HCC44	perturbation_control	pearson	2	7
CDK4-3	CDK4	1.236270290965973	HCC44	perturbation_control	pearson	2	7
CHEK2-1	CHEK2	0.19986960719893704	HCC44	perturbation_control	pearson	2	7
CHEK2-2	CHEK2	0.866856203193042	HCC44	perturbation_control	pearson	2	7
COX5B-1	COX5B	1.042092390074317	HCC44	perturbation_control	pearson	2	7
COX5B-2	COX5B	1.1009571428751108	HCC44	perturbation_control	pearson	2	7
CSNK1A1-1	CSNK1A1	2.465412349585583	HCC44	perturbation_control	pearson	2	7
CSNK1A1-2	CSNK1A1	1.592734959876697	HCC44	perturbation_control	pearson	2	7
CTNNB1-1	CTNNB1	0.2679723155540144	HCC44	perturbation_control	pearson	2	7
CTNNB1-2	CTNNB1	-0.0505816864270002	HCC44	perturbation_control	pearson	2	7
Chr2-1	Chr2	0.7821246452105604	HCC44	perturbation_control	pearson	2	7
Chr2-2	Chr2	0.4380403002456016	HCC44	perturbation_control	pearson	2	7
Chr2-3	Chr2	1.0534935517344677	HCC44	perturbation_control	pearson	2	7
Chr2-4	Chr2	0.24756379154843217	HCC44	perturbation_control	pearson	2	7
Chr2-5	Chr2	1.0648642025545088	HCC44	perturbation_control	pearson	2	7
Chr2-6	Chr2	0.9575710356859621	HCC44	perturbation_control	pearson	2	7
DOT1L-1	DOT1L	0.7582155332332203	HCC44	perturbation_control	pearson	2	7
DOT1L-2	DOT1L	0.5585377236549773	HCC44	perturbation_control	pearson	2	7
EGFR-1	EGFR	0.30099869089612225	HCC44	perturbation_control	pearson	2	7
EGFR-2	EGFR	0.6482635294031411	HCC44	perturbation_control	pearson	2	7
EGLN1-8	EGLN1	1.2737302607915233	HCC44	perturbation_control	pearson	2	7
EGLN1-9	EGLN1	1.5978443216117126	HCC44	perturbation_control	pearson	2	7
EMPTY	EMPTY		HCC44	perturbation_control	pearson	2	7
ERBB2-1	ERBB2	0.3466631995139372	HCC44	perturbation_control	pearson	2	7
ERBB2-2	ERBB2	0.6139329780859734	HCC44	perturbation_control	pearson	2	7
ERBB3-1	ERBB3	1.222931959188513	HCC44	perturbation_control	pearson	2	7
ERBB3-2	ERBB3	0.8285896817974427	HCC44	perturbation_control	pearson	2	7
EZH2-1	EZH2	0.6613685621439204	HCC44	perturbation_control	pearson	2	7
EZH2-2	EZH2	1.2222625879883064	HCC44	perturbation_control	pearson	2	7
GLS-1	GLS	1.4373584342077035	HCC44	perturbation_control	pearson	2	7
GLS-2	GLS	1.3696209913821704	HCC44	perturbation_control	pearson	2	7
GPX4-1	GPX4	0.7558552503698633	HCC44	perturbation_control	pearson	2	7
GPX4-2	GPX4	0.6629948829445411	HCC44	perturbation_control	pearson	2	7
HIF1a-1	HIF1a	0.8713876949562394	HCC44	perturbation_control	pearson	2	7
HIF1a-2	HIF1a	0.5849933103379067	HCC44	perturbation_control	pearson	2	7
ITGAV-1	ITGAV	5.305963297811534	HCC44	perturbation_control	pearson	2	7
ITGAV-2	ITGAV	5.045105518507031	HCC44	perturbation_control	pearson	2	7
JAK3-1	JAK3	0.301904323295666	HCC44	perturbation_control	pearson	2	7
JAK3-2	JAK3	0.06808461752641112	HCC44	perturbation_control	pearson	2	7
KIF11-1	KIF11	3.007521904756983	HCC44	perturbation_control	pearson	2	7
KIF11-2	KIF11	2.5229806976021996	HCC44	perturbation_control	pearson	2	7
KRAS-1	KRAS	1.182254278578373	HCC44	perturbation_control	pearson	2	7
KRAS-2A	KRAS	1.2677261206710893	HCC44	perturbation_control	pearson	2	7
KRAS-2B	KRAS	0.8321395838741861	HCC44	perturbation_control	pearson	2	7
LacZ-2	LacZ	0.19628577169105674	HCC44	perturbation_control	pearson	2	7
LacZ-3	LacZ	0.09683920738136888	HCC44	perturbation_control	pearson	2	7
Luc-1	Luc	0.6720263535938027	HCC44	perturbation_control	pearson	2	7
Luc-2	Luc	0.6651144725038205	HCC44	perturbation_control	pearson	2	7
MAPK1-1	MAPK1	0.8942147402940519	HCC44	perturbation_control	pearson	2	7
MAPK1-2	MAPK1	0.9238333120480979	HCC44	perturbation_control	pearson	2	7
MCL1-2	MCL1	0.9147444302065532	HCC44	perturbation_control	pearson	2	7
MCL1-5	MCL1	0.46692306040221193	HCC44	perturbation_control	pearson	2	7
MTOR-1	MTOR	2.0745371790372986	HCC44	perturbation_control	pearson	2	7
MTOR-2	MTOR	1.6385294080393422	HCC44	perturbation_control	pearson	2	7
MYC-1	MYC	3.2323030252396734	HCC44	perturbation_control	pearson	2	7
MYC-2	MYC	3.0236434750833268	HCC44	perturbation_control	pearson	2	7
ORC4-1	ORC4	0.5907819364501766	HCC44	perturbation_control	pearson	2	7
ORC4-2	ORC4	0.499648127889396	HCC44	perturbation_control	pearson	2	7
PIK3CA-1	PIK3CA	0.9274874185844939	HCC44	perturbation_control	pearson	2	7
PIK3CA-2	PIK3CA	0.7462544840530453	HCC44	perturbation_control	pearson	2	7
POLR2D-1	POLR2D	3.5341201098278905	HCC44	perturbation_control	pearson	2	7
POLR2D-2	POLR2D	3.397106498863961	HCC44	perturbation_control	pearson	2	7
PPIB-1	PPIB	0.10073234481546017	HCC44	perturbation_control	pearson	2	7
PPIB-2	PPIB	0.28150043699703986	HCC44	perturbation_control	pearson	2	7
PRDX1-1	PRDX1	0.2567713648235294	HCC44	perturbation_control	pearson	2	7
PRDX1-2	PRDX1	0.6798101681615248	HCC44	perturbation_control	pearson	2	7
PSMA1-1	PSMA1	2.739357455566064	HCC44	perturbation_control	pearson	2	7
PSMA1-2	PSMA1	2.7097360878891514	HCC44	perturbation_control	pearson	2	7
PTK2-1	PTK2	3.30778367932175	HCC44	perturbation_control	pearson	2	7
PTK2-2	PTK2	3.1653657566651017	HCC44	perturbation_control	pearson	2	7
RAC1-1	RAC1	1.0271988940256658	HCC44	perturbation_control	pearson	2	7
RAC1-2	RAC1	0.7371902214444374	HCC44	perturbation_control	pearson	2	7
RAF1-1	RAF1	1.6445524338333175	HCC44	perturbation_control	pearson	2	7
RAF1-2	RAF1	1.2620247960123983	HCC44	perturbation_control	pearson	2	7
RHOA-1	RHOA	1.903396579159997	HCC44	perturbation_control	pearson	2	7
RHOA-2	RHOA	2.2995728984549997	HCC44	perturbation_control	pearson	2	7
SDHB-1	SDHB	1.8061311233873951	HCC44	perturbation_control	pearson	2	7
SDHB-2	SDHB	1.0404402820696972	HCC44	perturbation_control	pearson	2	7
SLC2A1-1	SLC2A1		HCC44	perturbation_control	pearson	2	7
SLC2A2-2	SLC2A2		HCC44	perturbation_control	pearson	2	7
SMARCB1-1	SMARCB1	0.4063806216428805	HCC44	perturbation_control	pearson	2	7
SMARCB1-2	SMARCB1	0.6061473288340553	HCC44	perturbation_control	pearson	2	7
STAT3-1	STAT3	0.6078596688430408	HCC44	perturbation_control	pearson	2	7
STAT3-2	STAT3	0.8396146324667854	HCC44	perturbation_control	pearson	2	7
SUZ12-1	SUZ12	1.7238290452729592	HCC44	perturbation_control	pearson	2	7
SUZ12-2	SUZ12	1.6514215787355093	HCC44	perturbation_control	pearson	2	7
TXN-1	TXN	0.8661077041875354	HCC44	perturbation_control	pearson	2	7
TXN-2	TXN	0.6825443961854236	HCC44	perturbation_control	pearson	2	7
XBP-1	XBP	1.25420219883337	HCC44	perturbation_control	pearson	2	7
XBP-2	XBP	1.2952383122152522	HCC44	perturbation_control	pearson	2	7
YAP1-1	YAP1	1.009748599994788	HCC44	perturbation_control	pearson	2	7
YAP1-2	YAP1	1.1997111636181368	HCC44	perturbation_control	pearson	2	7
AKT1-1	AKT1	0.33100139801712813	A549	perturbation_control	pearson	2	7
AKT1-2	AKT1	0.2700272280652347	A549	perturbation_control	pearson	2	7
ARID1B-1	ARID1B	0.5863074339251667	A549	perturbation_control	pearson	2	7
ARID1B-2	ARID1B	0.5109367077636938	A549	perturbation_control	pearson	2	7
ATF4-1	ATF4	1.6869713051682076	A549	perturbation_control	pearson	2	7
ATF4-2	ATF4	1.7030694123638423	A549	perturbation_control	pearson	2	7
ATP50-1	ATP50	0.6282861091010651	A549	perturbation_control	pearson	2	7
ATP50-2	ATP50	0.3677492562477223	A549	perturbation_control	pearson	2	7
AURKB-2	AURKB		A549	perturbation_control	pearson	2	7
BCL2-1	BCL2	0.3722147948941832	A549	perturbation_control	pearson	2	7
BCL2-2	BCL2	0.2806524628678251	A549	perturbation_control	pearson	2	7
BCL2L2-1	BCL2L2	-0.03711594725284387	A549	perturbation_control	pearson	2	7
BCL2L2-2	BCL2L2	-0.15380294178216009	A549	perturbation_control	pearson	2	7
BCL2L2-4	BCL2L2	-0.08191186823068995	A549	perturbation_control	pearson	2	7
BRAF-2	BRAF		A549	perturbation_control	pearson	2	7
BRAF1-1	BRAF1		A549	perturbation_control	pearson	2	7
BRCA1-1	BRCA1	0.6862057195032536	A549	perturbation_control	pearson	2	7
BRCA1-2	BRCA1	0.6513250042052295	A549	perturbation_control	pearson	2	7
BRD4-1	BRD4	0.9733640450494414	A549	perturbation_control	pearson	2	7
BRD4-2	BRD4	0.9563833065306526	A549	perturbation_control	pearson	2	7
CCND1-1	CCND1	1.3130549509213005	A549	perturbation_control	pearson	2	7
CCND1-2	CCND1	1.0632633900585788	A549	perturbation_control	pearson	2	7
CCNE1-1	CCNE1	1.5642788605650582	A549	perturbation_control	pearson	2	7
CCNE1-2	CCNE1	1.5083831044856735	A549	perturbation_control	pearson	2	7
CDK2-1	CDK2	1.4279405231328322	A549	perturbation_control	pearson	2	7
CDK2-2	CDK2	1.3279286203117535	A549	perturbation_control	pearson	2	7
CDK4-1	CDK4	1.343018667424351	A549	perturbation_control	pearson	2	7
CDK4-2	CDK4	1.2811763575475044	A549	perturbation_control	pearson	2	7
CDK4-3	CDK4	1.1274597250250966	A549	perturbation_control	pearson	2	7
CHEK2-1	CHEK2	0.19548255811990572	A549	perturbation_control	pearson	2	7
CHEK2-2	CHEK2	0.15762773105847916	A549	perturbation_control	pearson	2	7
COX5B-1	COX5B	0.6467564715808439	A549	perturbation_control	pearson	2	7
COX5B-2	COX5B	0.5003453396232904	A549	perturbation_control	pearson	2	7
CSNK1A1-1	CSNK1A1	1.8501733033034924	A549	perturbation_control	pearson	2	7
CSNK1A1-2	CSNK1A1	2.008907013662065	A549	perturbation_control	pearson	2	7
CTNNB1-1	CTNNB1	-0.23644487053051869	A549	perturbation_control	pearson	2	7
CTNNB1-2	CTNNB1	-0.10735300151700604	A549	perturbation_control	pearson	2	7
Chr2-1	Chr2	0.36927162339803044	A549	perturbation_control	pearson	2	7
Chr2-2	Chr2	0.2631026812651746	A549	perturbation_control	pearson	2	7
Chr2-3	Chr2	0.32682031401259976	A549	perturbation_control	pearson	2	7
Chr2-4	Chr2	0.17378091928683945	A549	perturbation_control	pearson	2	7
Chr2-5	Chr2	0.2772044725587279	A549	perturbation_control	pearson	2	7
Chr2-6	Chr2	0.3671492615728779	A549	perturbation_control	pearson	2	7
DOT1L-1	DOT1L	0.35230340303708485	A549	perturbation_control	pearson	2	7
DOT1L-2	DOT1L	0.4079990858355178	A549	perturbation_control	pearson	2	7
EGFR-1	EGFR	0.5461185167403261	A549	perturbation_control	pearson	2	7
EGFR-2	EGFR	0.2922195712977925	A549	perturbation_control	pearson	2	7
EGLN1-8	EGLN1	0.39331333319006745	A549	perturbation_control	pearson	2	7
EGLN1-9	EGLN1	0.34284278468717244	A549	perturbation_control	pearson	2	7
EMPTY	EMPTY		A549	perturbation_control	pearson	2	7
ERBB2-1	ERBB2	1.3996710437407347	A549	perturbation_control	pearson	2	7
ERBB2-2	ERBB2	1.3298440037773946	A549	perturbation_control	pearson	2	7
ERBB3-1	ERBB3	0.9170288361473218	A549	perturbation_control	pearson	2	7
ERBB3-2	ERBB3	0.8094369626460121	A549	perturbation_control	pearson	2	7
EZH2-1	EZH2	0.9761879501529466	A549	perturbation_control	pearson	2	7
EZH2-2	EZH2	0.9553542656852314	A549	perturbation_control	pearson	2	7
GLS-1	GLS	0.5471620870539639	A549	perturbation_control	pearson	2	7
GLS-2	GLS	0.32181265350603955	A549	perturbation_control	pearson	2	7
GPX4-1	GPX4	0.41686497569860265	A549	perturbation_control	pearson	2	7
GPX4-2	GPX4	0.5776938590121806	A549	perturbation_control	pearson	2	7
HIF1a-1	HIF1a	0.3599870960031224	A549	perturbation_control	pearson	2	7
HIF1a-2	HIF1a	0.3254556729763794	A549	perturbation_control	pearson	2	7
ITGAV-1	ITGAV	2.982946269232446	A549	perturbation_control	pearson	2	7
ITGAV-2	ITGAV	3.2131717073342885	A549	perturbation_control	pearson	2	7
JAK3-1	JAK3	-0.06193291353022359	A549	perturbation_control	pearson	2	7
JAK3-2	JAK3	0.2183689730111764	A549	perturbation_control	pearson	2	7
KIF11-1	KIF11	1.4962017016835212	A549	perturbation_control	pearson	2	7
KIF11-2	KIF11	1.5676440586358749	A549	perturbation_control	pearson	2	7
KRAS-1	KRAS	0.6493296801575331	A549	perturbation_control	pearson	2	7
KRAS-2A	KRAS	0.554756570445806	A549	perturbation_control	pearson	2	7
KRAS-2B	KRAS	0.007163287108127501	A549	perturbation_control	pearson	2	7
LacZ-2	LacZ	0.24909030891792033	A549	perturbation_control	pearson	2	7
LacZ-3	LacZ	0.2942551983630961	A549	perturbation_control	pearson	2	7
Luc-1	Luc	0.6760777372585431	A549	perturbation_control	pearson	2	7
Luc-2	Luc	1.0240412987305083	A549	perturbation_control	pearson	2	7
MAPK1-1	MAPK1	0.2726867175524473	A549	perturbation_control	pearson	2	7
MAPK1-2	MAPK1	0.2379964433991921	A549	perturbation_control	pearson	2	7
MCL1-2	MCL1	0.07603751629612154	A549	perturbation_control	pearson	2	7
MCL1-5	MCL1	-0.06700528781275157	A549	perturbation_control	pearson	2	7
MTOR-1	MTOR	1.0955994028728058	A549	perturbation_control	pearson	2	7
MTOR-2	MTOR	1.1069171043275599	A549	perturbation_control	pearson	2	7
MYC-1	MYC	2.0809775731586857	A549	perturbation_control	pearson	2	7
MYC-2	MYC	1.864727949169849	A549	perturbation_control	pearson	2	7
ORC4-1	ORC4	0.17658425178449244	A549	perturbation_control	pearson	2	7
ORC4-2	ORC4	0.1016219651634848	A549	perturbation_control	pearson	2	7
PIK3CA-1	PIK3CA	1.0199332847868234	A549	perturbation_control	pearson	2	7
PIK3CA-2	PIK3CA	1.5117246935509532	A549	perturbation_control	pearson	2	7
POLR2D-1	POLR2D	1.5678427134199961	A549	perturbation_control	pearson	2	7
POLR2D-2	POLR2D	1.564124155342441	A549	perturbation_control	pearson	2	7
PPIB-1	PPIB	-0.094878123889596	A549	perturbation_control	pearson	2	7
PPIB-2	PPIB	-0.22127920428883177	A549	perturbation_control	pearson	2	7
PRDX1-1	PRDX1	0.42696046535730214	A549	perturbation_control	pearson	2	7
PRDX1-2	PRDX1	0.4203569659294603	A549	perturbation_control	pearson	2	7
PSMA1-1	PSMA1	1.4731856896314688	A549	perturbation_control	pearson	2	7
PSMA1-2	PSMA1	1.338431799719888	A549	perturbation_control	pearson	2	7
PTK2-1	PTK2	1.9253164425278502	A549	perturbation_control	pearson	2	7
PTK2-2	PTK2	2.2692563405102986	A549	perturbation_control	pearson	2	7
RAC1-1	RAC1	0.21859070345943402	A549	perturbation_control	pearson	2	7
RAC1-2	RAC1	0.16146744923935627	A549	perturbation_control	pearson	2	7
RAF1-1	RAF1	0.4498997126680398	A549	perturbation_control	pearson	2	7
RAF1-2	RAF1	0.48826997509212144	A549	perturbation_control	pearson	2	7
RHOA-1	RHOA	0.7810529477950108	A549	perturbation_control	pearson	2	7
RHOA-2	RHOA	0.6484182340083192	A549	perturbation_control	pearson	2	7
SDHB-1	SDHB	0.21713176371651943	A549	perturbation_control	pearson	2	7
SDHB-2	SDHB	0.34543110198675986	A549	perturbation_control	pearson	2	7
SLC2A1-1	SLC2A1		A549	perturbation_control	pearson	2	7
SLC2A2-2	SLC2A2		A549	perturbation_control	pearson	2	7
SMARCB1-1	SMARCB1	-0.0759874257231224	A549	perturbation_control	pearson	2	7
SMARCB1-2	SMARCB1	0.20676855762164367	A549	perturbation_control	pearson	2	7
STAT3-1	STAT3	0.46244299447376125	A549	perturbation_control	pearson	2	7
STAT3-2	STAT3	0.4293948753597319	A549	perturbation_control	pearson	2	7
SUZ12-1	SUZ12	1.4211017824942318	A549	perturbation_control	pearson	2	7
SUZ12-2	SUZ12	1.291408439674385	A549	perturbation_control	pearson	2	7
TXN-1	TXN	0.7659615943874247	A549	perturbation_control	pearson	2	7
TXN-2	TXN	0.8796346507781984	A549	perturbation_control	pearson	2	7
XBP-1	XBP	1.157433294896129	A549	perturbation_control	pearson	2	7
XBP-2	XBP	1.1533091234186224	A549	perturbation_control	pearson	2	7
YAP1-1	YAP1	0.6788702849961359	A549	perturbation_control	pearson	2	7
YAP1-2	YAP1	0.5990486625528817	A549	perturbation_control	pearson	2	7
AKT1-1	AKT1	0.044652288051559755	ES2	perturbation_control	pearson	2	7
AKT1-2	AKT1	0.30691730911281084	ES2	perturbation_control	pearson	2	7
ARID1B-1	ARID1B	0.749521317964853	ES2	perturbation_control	pearson	2	7
ARID1B-2	ARID1B	0.8674565947811043	ES2	perturbation_control	pearson	2	7
ATF4-1	ATF4	1.2906856528503394	ES2	perturbation_control	pearson	2	7
ATF4-2	ATF4	1.1681723222389317	ES2	perturbation_control	pearson	2	7
