perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	num_controls	norm_method
Luc-2	Luc	0.10914749559532742	ES2	perturbation_control	pearson	2	2	whole_plate
MAPK1-1	MAPK1	3.059467706858522	ES2	perturbation_control	pearson	2	2	whole_plate
MAPK1-2	MAPK1	4.368979449134884	ES2	perturbation_control	pearson	2	2	whole_plate
MCL1-2	MCL1	0.06630830319581253	ES2	perturbation_control	pearson	2	2	whole_plate
MCL1-5	MCL1	-0.7484605242022946	ES2	perturbation_control	pearson	2	2	whole_plate
MTOR-1	MTOR	2.094713443159241	ES2	perturbation_control	pearson	2	2	whole_plate
MTOR-2	MTOR	1.3846106874284487	ES2	perturbation_control	pearson	2	2	whole_plate
MYC-1	MYC	2.2246942470086886	ES2	perturbation_control	pearson	2	2	whole_plate
MYC-2	MYC	2.281583985124924	ES2	perturbation_control	pearson	2	2	whole_plate
ORC4-1	ORC4	0.016653241562532693	ES2	perturbation_control	pearson	2	2	whole_plate
ORC4-2	ORC4	1.549313208888953	ES2	perturbation_control	pearson	2	2	whole_plate
PIK3CA-1	PIK3CA	2.3095584990906746	ES2	perturbation_control	pearson	2	2	whole_plate
PIK3CA-2	PIK3CA	3.2836980946583845	ES2	perturbation_control	pearson	2	2	whole_plate
POLR2D-1	POLR2D	2.1177402839251838	ES2	perturbation_control	pearson	2	2	whole_plate
POLR2D-2	POLR2D	1.6916098829141863	ES2	perturbation_control	pearson	2	2	whole_plate
PPIB-1	PPIB	1.3714351628981143	ES2	perturbation_control	pearson	2	2	whole_plate
PPIB-2	PPIB	0.4730484988383567	ES2	perturbation_control	pearson	2	2	whole_plate
PRDX1-1	PRDX1	0.9107363709198302	ES2	perturbation_control	pearson	2	2	whole_plate
PRDX1-2	PRDX1	1.4582332275539	ES2	perturbation_control	pearson	2	2	whole_plate
PSMA1-1	PSMA1	1.763383559782626	ES2	perturbation_control	pearson	2	2	whole_plate
PSMA1-2	PSMA1	1.8552253540558121	ES2	perturbation_control	pearson	2	2	whole_plate
PTK2-1	PTK2	1.3048609296935714	ES2	perturbation_control	pearson	2	2	whole_plate
PTK2-2	PTK2	2.7786672839381223	ES2	perturbation_control	pearson	2	2	whole_plate
RAC1-1	RAC1	0.6987834897001691	ES2	perturbation_control	pearson	2	2	whole_plate
RAC1-2	RAC1	0.07421803824972459	ES2	perturbation_control	pearson	2	2	whole_plate
RAF1-1	RAF1	0.8527746303771989	ES2	perturbation_control	pearson	2	2	whole_plate
RAF1-2	RAF1	1.0311351589078317	ES2	perturbation_control	pearson	2	2	whole_plate
RHOA-1	RHOA	1.3231684075411878	ES2	perturbation_control	pearson	2	2	whole_plate
RHOA-2	RHOA	1.730168991081745	ES2	perturbation_control	pearson	2	2	whole_plate
SDHB-1	SDHB	1.547509547507193	ES2	perturbation_control	pearson	2	2	whole_plate
SDHB-2	SDHB	1.633505130794839	ES2	perturbation_control	pearson	2	2	whole_plate
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	2	2	whole_plate
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	2	2	whole_plate
SMARCB1-1	SMARCB1	1.1280028738009285	ES2	perturbation_control	pearson	2	2	whole_plate
SMARCB1-2	SMARCB1	1.437227389272739	ES2	perturbation_control	pearson	2	2	whole_plate
STAT3-1	STAT3	0.6826574350267938	ES2	perturbation_control	pearson	2	2	whole_plate
STAT3-2	STAT3	0.49082011527057984	ES2	perturbation_control	pearson	2	2	whole_plate
SUZ12-1	SUZ12	3.560990705926173	ES2	perturbation_control	pearson	2	2	whole_plate
SUZ12-2	SUZ12	1.586367115690149	ES2	perturbation_control	pearson	2	2	whole_plate
TXN-1	TXN	2.0691526133445146	ES2	perturbation_control	pearson	2	2	whole_plate
TXN-2	TXN	1.426417517466164	ES2	perturbation_control	pearson	2	2	whole_plate
XBP-1	XBP	1.3727656838938278	ES2	perturbation_control	pearson	2	2	whole_plate
XBP-2	XBP	1.407931564960292	ES2	perturbation_control	pearson	2	2	whole_plate
YAP1-1	YAP1	0.6733976011831145	ES2	perturbation_control	pearson	2	2	whole_plate
YAP1-2	YAP1	0.943467949049839	ES2	perturbation_control	pearson	2	2	whole_plate
AKT1-1	AKT1	1.4588367373354432	ES2	perturbation_control	pearson	3	56	ctrl_based
AKT1-2	AKT1	1.2035766465779318	ES2	perturbation_control	pearson	3	56	ctrl_based
ARID1B-1	ARID1B	1.3311195008452148	ES2	perturbation_control	pearson	3	56	ctrl_based
ARID1B-2	ARID1B	1.1903423000261033	ES2	perturbation_control	pearson	3	56	ctrl_based
ATF4-1	ATF4	2.2235785503136856	ES2	perturbation_control	pearson	3	56	ctrl_based
ATF4-2	ATF4	2.0682018060223233	ES2	perturbation_control	pearson	3	56	ctrl_based
ATP50-1	ATP50	2.337846348042345	ES2	perturbation_control	pearson	3	56	ctrl_based
ATP50-2	ATP50	1.8319826567017528	ES2	perturbation_control	pearson	3	56	ctrl_based
AURKB-2	AURKB		ES2	perturbation_control	pearson	3	56	ctrl_based
BCL2-1	BCL2	0.19050324522332363	ES2	perturbation_control	pearson	3	56	ctrl_based
BCL2-2	BCL2	0.20156449891847827	ES2	perturbation_control	pearson	3	56	ctrl_based
BCL2L2-1	BCL2L2	0.9286318972709156	ES2	perturbation_control	pearson	3	56	ctrl_based
BCL2L2-2	BCL2L2	0.8818385183532658	ES2	perturbation_control	pearson	3	56	ctrl_based
BCL2L2-4	BCL2L2	0.9640281401428855	ES2	perturbation_control	pearson	3	56	ctrl_based
BRAF-2	BRAF		ES2	perturbation_control	pearson	3	56	ctrl_based
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	3	56	ctrl_based
BRCA1-1	BRCA1	-0.029541212402862282	ES2	perturbation_control	pearson	3	56	ctrl_based
BRCA1-2	BRCA1	-0.04354801701605415	ES2	perturbation_control	pearson	3	56	ctrl_based
BRD4-1	BRD4	1.097410889291559	ES2	perturbation_control	pearson	3	56	ctrl_based
BRD4-2	BRD4	1.2200170611599077	ES2	perturbation_control	pearson	3	56	ctrl_based
CCND1-1	CCND1	2.504333109158834	ES2	perturbation_control	pearson	3	56	ctrl_based
CCND1-2	CCND1	2.5601916315219175	ES2	perturbation_control	pearson	3	56	ctrl_based
CCNE1-1	CCNE1	1.0524546248299222	ES2	perturbation_control	pearson	3	56	ctrl_based
CCNE1-2	CCNE1	1.1886986450522836	ES2	perturbation_control	pearson	3	56	ctrl_based
CDK2-1	CDK2	2.154803537232099	ES2	perturbation_control	pearson	3	56	ctrl_based
CDK2-2	CDK2	1.8477892068986617	ES2	perturbation_control	pearson	3	56	ctrl_based
CDK4-1	CDK4	1.8222168039783588	ES2	perturbation_control	pearson	3	56	ctrl_based
CDK4-2	CDK4	1.8577110041465645	ES2	perturbation_control	pearson	3	56	ctrl_based
CDK4-3	CDK4	1.861716067391261	ES2	perturbation_control	pearson	3	56	ctrl_based
CHEK2-1	CHEK2	0.5066987414899609	ES2	perturbation_control	pearson	3	56	ctrl_based
CHEK2-2	CHEK2	0.47798965538148686	ES2	perturbation_control	pearson	3	56	ctrl_based
COX5B-1	COX5B	-0.05208328773051643	ES2	perturbation_control	pearson	3	56	ctrl_based
COX5B-2	COX5B	-0.03297688638275617	ES2	perturbation_control	pearson	3	56	ctrl_based
CSNK1A1-1	CSNK1A1	-0.20784866448325445	ES2	perturbation_control	pearson	3	56	ctrl_based
CSNK1A1-2	CSNK1A1	-0.18740044642459702	ES2	perturbation_control	pearson	3	56	ctrl_based
CTNNB1-1	CTNNB1	1.8885702400808042	ES2	perturbation_control	pearson	3	56	ctrl_based
CTNNB1-2	CTNNB1	1.6101091718118488	ES2	perturbation_control	pearson	3	56	ctrl_based
Chr2-1	Chr2	0.3484957851978191	ES2	perturbation_control	pearson	3	56	ctrl_based
Chr2-2	Chr2	0.13222525256596693	ES2	perturbation_control	pearson	3	56	ctrl_based
Chr2-3	Chr2	0.6436704451264511	ES2	perturbation_control	pearson	3	56	ctrl_based
Chr2-4	Chr2	0.42065666845139643	ES2	perturbation_control	pearson	3	56	ctrl_based
Chr2-5	Chr2	0.4513143895058683	ES2	perturbation_control	pearson	3	56	ctrl_based
Chr2-6	Chr2	0.4998507979026964	ES2	perturbation_control	pearson	3	56	ctrl_based
DOT1L-1	DOT1L	1.9071132614184232	ES2	perturbation_control	pearson	3	56	ctrl_based
DOT1L-2	DOT1L	2.006095440950896	ES2	perturbation_control	pearson	3	56	ctrl_based
EGFR-1	EGFR	1.2243983707129076	ES2	perturbation_control	pearson	3	56	ctrl_based
EGFR-2	EGFR	1.680443259708072	ES2	perturbation_control	pearson	3	56	ctrl_based
EGLN1-8	EGLN1	2.3554343647799274	ES2	perturbation_control	pearson	3	56	ctrl_based
EGLN1-9	EGLN1	2.0418416277506157	ES2	perturbation_control	pearson	3	56	ctrl_based
EMPTY	EMPTY		ES2	perturbation_control	pearson	3	56	ctrl_based
ERBB2-1	ERBB2	1.123920462587288	ES2	perturbation_control	pearson	3	56	ctrl_based
ERBB2-2	ERBB2	1.395618091876236	ES2	perturbation_control	pearson	3	56	ctrl_based
ERBB3-1	ERBB3	0.7800280552301648	ES2	perturbation_control	pearson	3	56	ctrl_based
ERBB3-2	ERBB3	0.8532732464769925	ES2	perturbation_control	pearson	3	56	ctrl_based
EZH2-1	EZH2	1.2716073474969354	ES2	perturbation_control	pearson	3	56	ctrl_based
EZH2-2	EZH2	1.497505199354495	ES2	perturbation_control	pearson	3	56	ctrl_based
GLS-1	GLS	1.1987183924465619	ES2	perturbation_control	pearson	3	56	ctrl_based
GLS-2	GLS	1.0895161541811387	ES2	perturbation_control	pearson	3	56	ctrl_based
GPX4-1	GPX4	2.797605967074895	ES2	perturbation_control	pearson	3	56	ctrl_based
GPX4-2	GPX4	2.015266886782782	ES2	perturbation_control	pearson	3	56	ctrl_based
HIF1a-1	HIF1a	0.8210057851707793	ES2	perturbation_control	pearson	3	56	ctrl_based
HIF1a-2	HIF1a	0.8838388973276616	ES2	perturbation_control	pearson	3	56	ctrl_based
ITGAV-1	ITGAV	2.958109243990243	ES2	perturbation_control	pearson	3	56	ctrl_based
ITGAV-2	ITGAV	3.255014731019604	ES2	perturbation_control	pearson	3	56	ctrl_based
JAK3-1	JAK3	0.030705508287166672	ES2	perturbation_control	pearson	3	56	ctrl_based
JAK3-2	JAK3	-0.01014021834117923	ES2	perturbation_control	pearson	3	56	ctrl_based
KIF11-1	KIF11	1.5571285142341253	ES2	perturbation_control	pearson	3	56	ctrl_based
KIF11-2	KIF11	1.7990105849659364	ES2	perturbation_control	pearson	3	56	ctrl_based
KRAS-1	KRAS	-0.036394319980924905	ES2	perturbation_control	pearson	3	56	ctrl_based
KRAS-2A	KRAS	0.8065920781412476	ES2	perturbation_control	pearson	3	56	ctrl_based
KRAS-2B	KRAS	-0.1905469928587526	ES2	perturbation_control	pearson	3	56	ctrl_based
LacZ-2	LacZ	-0.0006081603383339129	ES2	perturbation_control	pearson	3	56	ctrl_based
LacZ-3	LacZ	-0.00983614589851399	ES2	perturbation_control	pearson	3	56	ctrl_based
Luc-1	Luc	0.7062429044481622	ES2	perturbation_control	pearson	3	56	ctrl_based
Luc-2	Luc	0.5704057795061959	ES2	perturbation_control	pearson	3	56	ctrl_based
MAPK1-1	MAPK1	3.0837566675033186	ES2	perturbation_control	pearson	3	56	ctrl_based
MAPK1-2	MAPK1	2.8791246671746062	ES2	perturbation_control	pearson	3	56	ctrl_based
MCL1-2	MCL1	0.03874538659708271	ES2	perturbation_control	pearson	3	56	ctrl_based
MCL1-5	MCL1	0.03198509331814503	ES2	perturbation_control	pearson	3	56	ctrl_based
MTOR-1	MTOR	1.7357216492651972	ES2	perturbation_control	pearson	3	56	ctrl_based
MTOR-2	MTOR	1.6174414560448294	ES2	perturbation_control	pearson	3	56	ctrl_based
MYC-1	MYC	3.5284634769194394	ES2	perturbation_control	pearson	3	56	ctrl_based
MYC-2	MYC	3.3298764602761715	ES2	perturbation_control	pearson	3	56	ctrl_based
ORC4-1	ORC4	0.3222009394254339	ES2	perturbation_control	pearson	3	56	ctrl_based
ORC4-2	ORC4	0.37214011860078317	ES2	perturbation_control	pearson	3	56	ctrl_based
PIK3CA-1	PIK3CA	1.9396348100862646	ES2	perturbation_control	pearson	3	56	ctrl_based
PIK3CA-2	PIK3CA	2.0613667433115372	ES2	perturbation_control	pearson	3	56	ctrl_based
POLR2D-1	POLR2D	2.5596978208082035	ES2	perturbation_control	pearson	3	56	ctrl_based
POLR2D-2	POLR2D	2.5033378405263242	ES2	perturbation_control	pearson	3	56	ctrl_based
PPIB-1	PPIB	0.21013383342275266	ES2	perturbation_control	pearson	3	56	ctrl_based
PPIB-2	PPIB	0.23640566452219738	ES2	perturbation_control	pearson	3	56	ctrl_based
PRDX1-1	PRDX1	0.513051476973762	ES2	perturbation_control	pearson	3	56	ctrl_based
PRDX1-2	PRDX1	0.6559308654234932	ES2	perturbation_control	pearson	3	56	ctrl_based
PSMA1-1	PSMA1	2.906885666492702	ES2	perturbation_control	pearson	3	56	ctrl_based
PSMA1-2	PSMA1	3.0822917105579952	ES2	perturbation_control	pearson	3	56	ctrl_based
PTK2-1	PTK2	2.3446868417538975	ES2	perturbation_control	pearson	3	56	ctrl_based
PTK2-2	PTK2	1.8138532707473562	ES2	perturbation_control	pearson	3	56	ctrl_based
RAC1-1	RAC1	0.9804942329006601	ES2	perturbation_control	pearson	3	56	ctrl_based
RAC1-2	RAC1	1.1229131427535664	ES2	perturbation_control	pearson	3	56	ctrl_based
RAF1-1	RAF1	1.1077027608489631	ES2	perturbation_control	pearson	3	56	ctrl_based
RAF1-2	RAF1	1.1065274155445894	ES2	perturbation_control	pearson	3	56	ctrl_based
RHOA-1	RHOA	2.7975100054678403	ES2	perturbation_control	pearson	3	56	ctrl_based
RHOA-2	RHOA	3.1095046109486906	ES2	perturbation_control	pearson	3	56	ctrl_based
SDHB-1	SDHB	1.4248394426405635	ES2	perturbation_control	pearson	3	56	ctrl_based
SDHB-2	SDHB	1.2676624331398936	ES2	perturbation_control	pearson	3	56	ctrl_based
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	3	56	ctrl_based
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	3	56	ctrl_based
SMARCB1-1	SMARCB1	0.2833482120752092	ES2	perturbation_control	pearson	3	56	ctrl_based
SMARCB1-2	SMARCB1	0.2863994490328463	ES2	perturbation_control	pearson	3	56	ctrl_based
STAT3-1	STAT3	1.2795771177242625	ES2	perturbation_control	pearson	3	56	ctrl_based
STAT3-2	STAT3	1.3754135459567447	ES2	perturbation_control	pearson	3	56	ctrl_based
SUZ12-1	SUZ12	1.6152139917777564	ES2	perturbation_control	pearson	3	56	ctrl_based
SUZ12-2	SUZ12	1.6356199402819063	ES2	perturbation_control	pearson	3	56	ctrl_based
TXN-1	TXN	1.8423901335947497	ES2	perturbation_control	pearson	3	56	ctrl_based
TXN-2	TXN	1.7679643864951013	ES2	perturbation_control	pearson	3	56	ctrl_based
XBP-1	XBP	1.5123563662367125	ES2	perturbation_control	pearson	3	56	ctrl_based
XBP-2	XBP	1.5045940172120165	ES2	perturbation_control	pearson	3	56	ctrl_based
YAP1-1	YAP1	2.11093702149041	ES2	perturbation_control	pearson	3	56	ctrl_based
YAP1-2	YAP1	2.136128772124479	ES2	perturbation_control	pearson	3	56	ctrl_based
AKT1-1	AKT1	1.5606832281231855	ES2	perturbation_control	pearson	3	50	ctrl_based
AKT1-2	AKT1	1.2341603249626427	ES2	perturbation_control	pearson	3	50	ctrl_based
ARID1B-1	ARID1B	1.4221461653993144	ES2	perturbation_control	pearson	3	50	ctrl_based
ARID1B-2	ARID1B	1.3023480797172726	ES2	perturbation_control	pearson	3	50	ctrl_based
ATF4-1	ATF4	2.4194088767561723	ES2	perturbation_control	pearson	3	50	ctrl_based
ATF4-2	ATF4	2.291982766422577	ES2	perturbation_control	pearson	3	50	ctrl_based
ATP50-1	ATP50	2.4962152139312863	ES2	perturbation_control	pearson	3	50	ctrl_based
ATP50-2	ATP50	2.0112190893795185	ES2	perturbation_control	pearson	3	50	ctrl_based
AURKB-2	AURKB		ES2	perturbation_control	pearson	3	50	ctrl_based
BCL2-1	BCL2	0.27125252106169817	ES2	perturbation_control	pearson	3	50	ctrl_based
BCL2-2	BCL2	0.18276924697618274	ES2	perturbation_control	pearson	3	50	ctrl_based
BCL2L2-1	BCL2L2	1.0364060845765244	ES2	perturbation_control	pearson	3	50	ctrl_based
BCL2L2-2	BCL2L2	0.8966633131149002	ES2	perturbation_control	pearson	3	50	ctrl_based
BCL2L2-4	BCL2L2	1.0166850897040471	ES2	perturbation_control	pearson	3	50	ctrl_based
BRAF-2	BRAF		ES2	perturbation_control	pearson	3	50	ctrl_based
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	3	50	ctrl_based
BRCA1-1	BRCA1	0.06894956307785594	ES2	perturbation_control	pearson	3	50	ctrl_based
BRCA1-2	BRCA1	-0.04682616648332727	ES2	perturbation_control	pearson	3	50	ctrl_based
BRD4-1	BRD4	1.1023907188248316	ES2	perturbation_control	pearson	3	50	ctrl_based
BRD4-2	BRD4	1.2803526382737624	ES2	perturbation_control	pearson	3	50	ctrl_based
CCND1-1	CCND1	2.4637041413105325	ES2	perturbation_control	pearson	3	50	ctrl_based
CCND1-2	CCND1	2.5890467383108815	ES2	perturbation_control	pearson	3	50	ctrl_based
CCNE1-1	CCNE1	1.1104151853633206	ES2	perturbation_control	pearson	3	50	ctrl_based
CCNE1-2	CCNE1	1.2161424788026818	ES2	perturbation_control	pearson	3	50	ctrl_based
CDK2-1	CDK2	2.1980866134577965	ES2	perturbation_control	pearson	3	50	ctrl_based
CDK2-2	CDK2	1.8577362422469135	ES2	perturbation_control	pearson	3	50	ctrl_based
CDK4-1	CDK4	1.7869661437525517	ES2	perturbation_control	pearson	3	50	ctrl_based
CDK4-2	CDK4	1.9848705447359152	ES2	perturbation_control	pearson	3	50	ctrl_based
CDK4-3	CDK4	1.9766361119710187	ES2	perturbation_control	pearson	3	50	ctrl_based
CHEK2-1	CHEK2	0.5005588607335028	ES2	perturbation_control	pearson	3	50	ctrl_based
CHEK2-2	CHEK2	0.4324509476075961	ES2	perturbation_control	pearson	3	50	ctrl_based
COX5B-1	COX5B	-0.018527062483229273	ES2	perturbation_control	pearson	3	50	ctrl_based
COX5B-2	COX5B	-0.02178404608167747	ES2	perturbation_control	pearson	3	50	ctrl_based
CSNK1A1-1	CSNK1A1	-0.27166339622415736	ES2	perturbation_control	pearson	3	50	ctrl_based
CSNK1A1-2	CSNK1A1	-0.13602771153992999	ES2	perturbation_control	pearson	3	50	ctrl_based
CTNNB1-1	CTNNB1	1.9687221024851742	ES2	perturbation_control	pearson	3	50	ctrl_based
CTNNB1-2	CTNNB1	1.7309254350484637	ES2	perturbation_control	pearson	3	50	ctrl_based
Chr2-1	Chr2	0.42938910115571416	ES2	perturbation_control	pearson	3	50	ctrl_based
Chr2-2	Chr2	0.12492538440604121	ES2	perturbation_control	pearson	3	50	ctrl_based
Chr2-3	Chr2	0.7153814955404896	ES2	perturbation_control	pearson	3	50	ctrl_based
Chr2-4	Chr2	0.45652164446010507	ES2	perturbation_control	pearson	3	50	ctrl_based
Chr2-5	Chr2	0.4770431437155122	ES2	perturbation_control	pearson	3	50	ctrl_based
Chr2-6	Chr2	0.5507413430602361	ES2	perturbation_control	pearson	3	50	ctrl_based
DOT1L-1	DOT1L	2.0096519840490545	ES2	perturbation_control	pearson	3	50	ctrl_based
DOT1L-2	DOT1L	2.068149153757838	ES2	perturbation_control	pearson	3	50	ctrl_based
EGFR-1	EGFR	1.282865229726224	ES2	perturbation_control	pearson	3	50	ctrl_based
EGFR-2	EGFR	1.7629991685440156	ES2	perturbation_control	pearson	3	50	ctrl_based
EGLN1-8	EGLN1	2.430162603801675	ES2	perturbation_control	pearson	3	50	ctrl_based
EGLN1-9	EGLN1	2.2416256455668675	ES2	perturbation_control	pearson	3	50	ctrl_based
EMPTY	EMPTY		ES2	perturbation_control	pearson	3	50	ctrl_based
ERBB2-1	ERBB2	1.124736896275456	ES2	perturbation_control	pearson	3	50	ctrl_based
ERBB2-2	ERBB2	1.5620764473483704	ES2	perturbation_control	pearson	3	50	ctrl_based
ERBB3-1	ERBB3	0.8404642257882939	ES2	perturbation_control	pearson	3	50	ctrl_based
ERBB3-2	ERBB3	0.9084085756792029	ES2	perturbation_control	pearson	3	50	ctrl_based
EZH2-1	EZH2	1.272274348331833	ES2	perturbation_control	pearson	3	50	ctrl_based
EZH2-2	EZH2	1.485128706349315	ES2	perturbation_control	pearson	3	50	ctrl_based
GLS-1	GLS	1.240118708097954	ES2	perturbation_control	pearson	3	50	ctrl_based
GLS-2	GLS	1.1901274361678176	ES2	perturbation_control	pearson	3	50	ctrl_based
GPX4-1	GPX4	3.198161124118766	ES2	perturbation_control	pearson	3	50	ctrl_based
GPX4-2	GPX4	2.235828408072642	ES2	perturbation_control	pearson	3	50	ctrl_based
HIF1a-1	HIF1a	0.8469303252785028	ES2	perturbation_control	pearson	3	50	ctrl_based
HIF1a-2	HIF1a	0.8906556262631559	ES2	perturbation_control	pearson	3	50	ctrl_based
ITGAV-1	ITGAV	3.2464236788552854	ES2	perturbation_control	pearson	3	50	ctrl_based
ITGAV-2	ITGAV	3.644972575963596	ES2	perturbation_control	pearson	3	50	ctrl_based
JAK3-1	JAK3	0.038022767431712845	ES2	perturbation_control	pearson	3	50	ctrl_based
JAK3-2	JAK3	0.0009452590914510728	ES2	perturbation_control	pearson	3	50	ctrl_based
KIF11-1	KIF11	1.7040590972127552	ES2	perturbation_control	pearson	3	50	ctrl_based
KIF11-2	KIF11	2.05254061591766	ES2	perturbation_control	pearson	3	50	ctrl_based
KRAS-1	KRAS	-0.03928981320736713	ES2	perturbation_control	pearson	3	50	ctrl_based
KRAS-2A	KRAS	0.8512688979664893	ES2	perturbation_control	pearson	3	50	ctrl_based
KRAS-2B	KRAS	-0.16935082320305345	ES2	perturbation_control	pearson	3	50	ctrl_based
LacZ-2	LacZ	0.0017381890617634566	ES2	perturbation_control	pearson	3	50	ctrl_based
LacZ-3	LacZ	-0.025334905000472613	ES2	perturbation_control	pearson	3	50	ctrl_based
Luc-1	Luc	0.7190354318840513	ES2	perturbation_control	pearson	3	50	ctrl_based
Luc-2	Luc	0.5355319946149657	ES2	perturbation_control	pearson	3	50	ctrl_based
MAPK1-1	MAPK1	3.1310191231930715	ES2	perturbation_control	pearson	3	50	ctrl_based
MAPK1-2	MAPK1	2.9103640680171394	ES2	perturbation_control	pearson	3	50	ctrl_based
MCL1-2	MCL1	0.10012869231159248	ES2	perturbation_control	pearson	3	50	ctrl_based
MCL1-5	MCL1	0.050218093507354095	ES2	perturbation_control	pearson	3	50	ctrl_based
MTOR-1	MTOR	1.8447019894734618	ES2	perturbation_control	pearson	3	50	ctrl_based
MTOR-2	MTOR	1.6833261992884236	ES2	perturbation_control	pearson	3	50	ctrl_based
MYC-1	MYC	3.6421166527719926	ES2	perturbation_control	pearson	3	50	ctrl_based
MYC-2	MYC	3.40483371801974	ES2	perturbation_control	pearson	3	50	ctrl_based
ORC4-1	ORC4	0.34022275760691173	ES2	perturbation_control	pearson	3	50	ctrl_based
ORC4-2	ORC4	0.38940284943482484	ES2	perturbation_control	pearson	3	50	ctrl_based
PIK3CA-1	PIK3CA	2.042849298137867	ES2	perturbation_control	pearson	3	50	ctrl_based
PIK3CA-2	PIK3CA	2.1778393705737886	ES2	perturbation_control	pearson	3	50	ctrl_based
POLR2D-1	POLR2D	2.7537250400799405	ES2	perturbation_control	pearson	3	50	ctrl_based
POLR2D-2	POLR2D	2.6331573314976353	ES2	perturbation_control	pearson	3	50	ctrl_based
PPIB-1	PPIB	0.20620319505762572	ES2	perturbation_control	pearson	3	50	ctrl_based
PPIB-2	PPIB	0.23007559637607644	ES2	perturbation_control	pearson	3	50	ctrl_based
PRDX1-1	PRDX1	0.48873177163417914	ES2	perturbation_control	pearson	3	50	ctrl_based
PRDX1-2	PRDX1	0.649226077149619	ES2	perturbation_control	pearson	3	50	ctrl_based
PSMA1-1	PSMA1	3.232558951700767	ES2	perturbation_control	pearson	3	50	ctrl_based
PSMA1-2	PSMA1	3.4483891536572537	ES2	perturbation_control	pearson	3	50	ctrl_based
PTK2-1	PTK2	2.4031315158930857	ES2	perturbation_control	pearson	3	50	ctrl_based
PTK2-2	PTK2	1.9666740105662766	ES2	perturbation_control	pearson	3	50	ctrl_based
RAC1-1	RAC1	1.0780943583920428	ES2	perturbation_control	pearson	3	50	ctrl_based
RAC1-2	RAC1	1.1715044215204817	ES2	perturbation_control	pearson	3	50	ctrl_based
RAF1-1	RAF1	1.19551905207391	ES2	perturbation_control	pearson	3	50	ctrl_based
RAF1-2	RAF1	1.124469174696436	ES2	perturbation_control	pearson	3	50	ctrl_based
RHOA-1	RHOA	3.03909499668758	ES2	perturbation_control	pearson	3	50	ctrl_based
RHOA-2	RHOA	3.3093280129797784	ES2	perturbation_control	pearson	3	50	ctrl_based
SDHB-1	SDHB	1.4629711209149645	ES2	perturbation_control	pearson	3	50	ctrl_based
SDHB-2	SDHB	1.2843891327009125	ES2	perturbation_control	pearson	3	50	ctrl_based
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	3	50	ctrl_based
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	3	50	ctrl_based
SMARCB1-1	SMARCB1	0.23061277686439896	ES2	perturbation_control	pearson	3	50	ctrl_based
SMARCB1-2	SMARCB1	0.32904226078278886	ES2	perturbation_control	pearson	3	50	ctrl_based
STAT3-1	STAT3	1.3959005266373543	ES2	perturbation_control	pearson	3	50	ctrl_based
STAT3-2	STAT3	1.4829158235720914	ES2	perturbation_control	pearson	3	50	ctrl_based
SUZ12-1	SUZ12	1.7438924779114755	ES2	perturbation_control	pearson	3	50	ctrl_based
SUZ12-2	SUZ12	1.782934243481456	ES2	perturbation_control	pearson	3	50	ctrl_based
TXN-1	TXN	1.9780053513905975	ES2	perturbation_control	pearson	3	50	ctrl_based
TXN-2	TXN	1.840351809039035	ES2	perturbation_control	pearson	3	50	ctrl_based
XBP-1	XBP	1.5866311164034625	ES2	perturbation_control	pearson	3	50	ctrl_based
XBP-2	XBP	1.5091640362136878	ES2	perturbation_control	pearson	3	50	ctrl_based
YAP1-1	YAP1	2.1303654599283215	ES2	perturbation_control	pearson	3	50	ctrl_based
YAP1-2	YAP1	2.2053546215573974	ES2	perturbation_control	pearson	3	50	ctrl_based
AKT1-1	AKT1	1.4270891167535869	ES2	perturbation_control	pearson	3	40	ctrl_based
AKT1-2	AKT1	1.2793393505639576	ES2	perturbation_control	pearson	3	40	ctrl_based
ARID1B-1	ARID1B	1.3532875754483802	ES2	perturbation_control	pearson	3	40	ctrl_based
ARID1B-2	ARID1B	1.1081994099347385	ES2	perturbation_control	pearson	3	40	ctrl_based
ATF4-1	ATF4	2.1253143186846404	ES2	perturbation_control	pearson	3	40	ctrl_based
ATF4-2	ATF4	2.0165150194528927	ES2	perturbation_control	pearson	3	40	ctrl_based
ATP50-1	ATP50	2.4416103821741815	ES2	perturbation_control	pearson	3	40	ctrl_based
ATP50-2	ATP50	1.8205663206469012	ES2	perturbation_control	pearson	3	40	ctrl_based
AURKB-2	AURKB		ES2	perturbation_control	pearson	3	40	ctrl_based
BCL2-1	BCL2	0.17810780310090746	ES2	perturbation_control	pearson	3	40	ctrl_based
BCL2-2	BCL2	0.21719941826917843	ES2	perturbation_control	pearson	3	40	ctrl_based
BCL2L2-1	BCL2L2	0.8722527287430324	ES2	perturbation_control	pearson	3	40	ctrl_based
BCL2L2-2	BCL2L2	0.9611052375384109	ES2	perturbation_control	pearson	3	40	ctrl_based
