perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	shuffle_method	norm_method
EGFR-1	EGFR	-0.8792001158367875	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
EGFR-2	EGFR	-0.6222729608837914	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
EGLN1-8	EGLN1	0.27422595715410747	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
EGLN1-9	EGLN1	0.029730419214529985	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
EMPTY	EMPTY		ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB2-1	ERBB2	-1.222398692315637	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB2-2	ERBB2	-0.7184690696269409	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB3-1	ERBB3	0.3025841031256061	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB3-2	ERBB3	0.446060154804786	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
EZH2-1	EZH2	0.5773992511639925	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
EZH2-2	EZH2	0.3467967756770235	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
GLS-1	GLS	0.3352742557734316	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
GLS-2	GLS	-0.0013543352813686904	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
GPX4-1	GPX4	0.42469398290346083	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
GPX4-2	GPX4	0.2535753320006602	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
HIF1a-1	HIF1a	0.4469520335819462	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
HIF1a-2	HIF1a	0.43146076970874403	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
ITGAV-1	ITGAV	-0.5434680944730426	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
ITGAV-2	ITGAV	-0.8394144305394607	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
JAK3-1	JAK3	-0.8491492959991371	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
JAK3-2	JAK3	-0.4797845786944703	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
KIF11-1	KIF11	1.7788694915247236	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
KIF11-2	KIF11	2.0008250574833846	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
KRAS-1	KRAS	0.29889304706328124	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
KRAS-2A	KRAS	0.2874641212144544	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
KRAS-2B	KRAS	-0.736536633997461	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
LacZ-2	LacZ	-0.13303526411770333	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
LacZ-3	LacZ	0.09439291666160153	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
Luc-1	Luc	0.4362434862475869	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
Luc-2	Luc	0.4985783272869097	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
MAPK1-1	MAPK1	-0.018233814912882295	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
MAPK1-2	MAPK1	-0.1992041315137999	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
MCL1-2	MCL1	-0.18074263355416986	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
MCL1-5	MCL1	-0.042962039146331746	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
MTOR-1	MTOR	-0.48279668692729105	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
MTOR-2	MTOR	-0.8875068672237466	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
MYC-1	MYC	0.9958589787488654	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
MYC-2	MYC	1.1554309848826803	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
ORC4-1	ORC4	0.30938118109141494	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
ORC4-2	ORC4	0.21366247990810555	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PIK3CA-1	PIK3CA	0.4272355553936159	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PIK3CA-2	PIK3CA	0.35622608806255895	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
POLR2D-1	POLR2D	-0.012982335815602014	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
POLR2D-2	POLR2D	0.0018417103345038169	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PPIB-1	PPIB	-0.1783273365205493	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PPIB-2	PPIB	-0.15301709549039733	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PRDX1-1	PRDX1	-0.08723628045689724	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PRDX1-2	PRDX1	0.000572593420100409	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PSMA1-1	PSMA1	0.38548736250851146	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PSMA1-2	PSMA1	0.5757426042615936	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PTK2-1	PTK2	-0.5953348943703047	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
PTK2-2	PTK2	-0.9803982475247124	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
RAC1-1	RAC1	1.4400399283643845	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
RAC1-2	RAC1	1.4343245841553807	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
RAF1-1	RAF1	0.09839665600527431	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
RAF1-2	RAF1	-0.17078139675441567	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
RHOA-1	RHOA	0.36971981008002797	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
RHOA-2	RHOA	0.2701967101852908	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
SDHB-1	SDHB	-0.3698547161312074	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
SDHB-2	SDHB	-0.28430968182225225	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
SMARCB1-1	SMARCB1	0.6281315885934488	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
SMARCB1-2	SMARCB1	0.3272764872809063	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
STAT3-1	STAT3	1.3048868906195423	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
STAT3-2	STAT3	1.1033525619552713	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
SUZ12-1	SUZ12	0.1433134904935984	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
SUZ12-2	SUZ12	-0.24728285255763996	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
TXN-1	TXN	-0.48437062331848446	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
TXN-2	TXN	-0.2957306938811965	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
XBP-1	XBP	0.17827579504185642	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
XBP-2	XBP	0.52805963524534	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
YAP1-1	YAP1	0.1711545281762698	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
YAP1-2	YAP1	0.30174559337301	ES2	cutting_control	pearson	2	metadata_shuffle_ctrl_fixed	ctrl_based
AKT1-1	AKT1	-0.5351138657131727	ES2	cutting_control	pearson	2	independent_column	whole_plate
AKT1-2	AKT1	-0.32407596124067345	ES2	cutting_control	pearson	2	independent_column	whole_plate
ARID1B-1	ARID1B	0.11580800453593215	ES2	cutting_control	pearson	2	independent_column	whole_plate
ARID1B-2	ARID1B	0.28565726294574145	ES2	cutting_control	pearson	2	independent_column	whole_plate
ATF4-1	ATF4	-0.21068913334713332	ES2	cutting_control	pearson	2	independent_column	whole_plate
ATF4-2	ATF4	-0.22921582164002452	ES2	cutting_control	pearson	2	independent_column	whole_plate
ATP50-1	ATP50	-0.11584573961956413	ES2	cutting_control	pearson	2	independent_column	whole_plate
ATP50-2	ATP50	-0.06402101582416889	ES2	cutting_control	pearson	2	independent_column	whole_plate
AURKB-2	AURKB		ES2	cutting_control	pearson	2	independent_column	whole_plate
BCL2-1	BCL2	0.26636863313371134	ES2	cutting_control	pearson	2	independent_column	whole_plate
BCL2-2	BCL2	0.14321392270803537	ES2	cutting_control	pearson	2	independent_column	whole_plate
BCL2L2-1	BCL2L2	-0.16465861467998694	ES2	cutting_control	pearson	2	independent_column	whole_plate
BCL2L2-2	BCL2L2	-0.38293674745647965	ES2	cutting_control	pearson	2	independent_column	whole_plate
BCL2L2-4	BCL2L2	0.023638506870193414	ES2	cutting_control	pearson	2	independent_column	whole_plate
BRAF-2	BRAF		ES2	cutting_control	pearson	2	independent_column	whole_plate
BRAF1-1	BRAF1		ES2	cutting_control	pearson	2	independent_column	whole_plate
BRCA1-1	BRCA1	0.46103939155594736	ES2	cutting_control	pearson	2	independent_column	whole_plate
BRCA1-2	BRCA1	0.33989824197082363	ES2	cutting_control	pearson	2	independent_column	whole_plate
BRD4-1	BRD4	-0.7969761306096621	ES2	cutting_control	pearson	2	independent_column	whole_plate
BRD4-2	BRD4	-0.9404294210133948	ES2	cutting_control	pearson	2	independent_column	whole_plate
CCND1-1	CCND1	-0.22136166564863183	ES2	cutting_control	pearson	2	independent_column	whole_plate
CCND1-2	CCND1	-0.3007322812938288	ES2	cutting_control	pearson	2	independent_column	whole_plate
CCNE1-1	CCNE1	-0.3527700734407083	ES2	cutting_control	pearson	2	independent_column	whole_plate
CCNE1-2	CCNE1	0.12084388469619672	ES2	cutting_control	pearson	2	independent_column	whole_plate
CDK2-1	CDK2	0.4905783707061858	ES2	cutting_control	pearson	2	independent_column	whole_plate
CDK2-2	CDK2	0.3488594774262519	ES2	cutting_control	pearson	2	independent_column	whole_plate
CDK4-1	CDK4	0.24950792946069628	ES2	cutting_control	pearson	2	independent_column	whole_plate
CDK4-2	CDK4	-0.13590304960743865	ES2	cutting_control	pearson	2	independent_column	whole_plate
CDK4-3	CDK4	-0.2193162374418556	ES2	cutting_control	pearson	2	independent_column	whole_plate
CHEK2-1	CHEK2	-0.1348252716040934	ES2	cutting_control	pearson	2	independent_column	whole_plate
CHEK2-2	CHEK2	-0.2611772753358041	ES2	cutting_control	pearson	2	independent_column	whole_plate
COX5B-1	COX5B	-0.572117419456275	ES2	cutting_control	pearson	2	independent_column	whole_plate
COX5B-2	COX5B	-0.9175917486925572	ES2	cutting_control	pearson	2	independent_column	whole_plate
CSNK1A1-1	CSNK1A1	0.13149228714455086	ES2	cutting_control	pearson	2	independent_column	whole_plate
CSNK1A1-2	CSNK1A1	0.08642822484715784	ES2	cutting_control	pearson	2	independent_column	whole_plate
CTNNB1-1	CTNNB1	0.5357729951762622	ES2	cutting_control	pearson	2	independent_column	whole_plate
CTNNB1-2	CTNNB1	0.7514944044085912	ES2	cutting_control	pearson	2	independent_column	whole_plate
Chr2-1	Chr2	-0.01852727173546841	ES2	cutting_control	pearson	2	independent_column	whole_plate
Chr2-2	Chr2	0.020472844025304422	ES2	cutting_control	pearson	2	independent_column	whole_plate
Chr2-3	Chr2	-0.05664151823476824	ES2	cutting_control	pearson	2	independent_column	whole_plate
Chr2-4	Chr2	0.021043849006365346	ES2	cutting_control	pearson	2	independent_column	whole_plate
Chr2-5	Chr2	0.06918656992492485	ES2	cutting_control	pearson	2	independent_column	whole_plate
Chr2-6	Chr2	-0.041887070168526705	ES2	cutting_control	pearson	2	independent_column	whole_plate
DOT1L-1	DOT1L	0.363120300108439	ES2	cutting_control	pearson	2	independent_column	whole_plate
DOT1L-2	DOT1L	0.2625918723235711	ES2	cutting_control	pearson	2	independent_column	whole_plate
EGFR-1	EGFR	-0.10734504752966563	ES2	cutting_control	pearson	2	independent_column	whole_plate
EGFR-2	EGFR	-0.18105464206673283	ES2	cutting_control	pearson	2	independent_column	whole_plate
EGLN1-8	EGLN1	-0.41836724061355557	ES2	cutting_control	pearson	2	independent_column	whole_plate
EGLN1-9	EGLN1	-0.3610597273916297	ES2	cutting_control	pearson	2	independent_column	whole_plate
EMPTY	EMPTY		ES2	cutting_control	pearson	2	independent_column	whole_plate
ERBB2-1	ERBB2	0.9610987920504919	ES2	cutting_control	pearson	2	independent_column	whole_plate
ERBB2-2	ERBB2	0.7951832239035006	ES2	cutting_control	pearson	2	independent_column	whole_plate
ERBB3-1	ERBB3	0.41230367637020787	ES2	cutting_control	pearson	2	independent_column	whole_plate
ERBB3-2	ERBB3	0.49877662490152413	ES2	cutting_control	pearson	2	independent_column	whole_plate
EZH2-1	EZH2	-0.15869034304407162	ES2	cutting_control	pearson	2	independent_column	whole_plate
EZH2-2	EZH2	-0.34060954575617297	ES2	cutting_control	pearson	2	independent_column	whole_plate
GLS-1	GLS	0.2415435819654152	ES2	cutting_control	pearson	2	independent_column	whole_plate
GLS-2	GLS	0.10065558820507248	ES2	cutting_control	pearson	2	independent_column	whole_plate
GPX4-1	GPX4	0.7789001005159087	ES2	cutting_control	pearson	2	independent_column	whole_plate
GPX4-2	GPX4	0.5865186960343999	ES2	cutting_control	pearson	2	independent_column	whole_plate
HIF1a-1	HIF1a	0.2598270311906318	ES2	cutting_control	pearson	2	independent_column	whole_plate
HIF1a-2	HIF1a	0.10355475285641566	ES2	cutting_control	pearson	2	independent_column	whole_plate
ITGAV-1	ITGAV	-0.2958768317028626	ES2	cutting_control	pearson	2	independent_column	whole_plate
ITGAV-2	ITGAV	-0.3129060917507468	ES2	cutting_control	pearson	2	independent_column	whole_plate
JAK3-1	JAK3	0.9650561424892523	ES2	cutting_control	pearson	2	independent_column	whole_plate
JAK3-2	JAK3	1.0235973458714045	ES2	cutting_control	pearson	2	independent_column	whole_plate
KIF11-1	KIF11	-0.18794210031025432	ES2	cutting_control	pearson	2	independent_column	whole_plate
KIF11-2	KIF11	-0.20105159075218884	ES2	cutting_control	pearson	2	independent_column	whole_plate
KRAS-1	KRAS	-0.4181962525208943	ES2	cutting_control	pearson	2	independent_column	whole_plate
KRAS-2A	KRAS	-0.3036763262887596	ES2	cutting_control	pearson	2	independent_column	whole_plate
KRAS-2B	KRAS	0.07564871281578056	ES2	cutting_control	pearson	2	independent_column	whole_plate
LacZ-2	LacZ	-0.46159197500446003	ES2	cutting_control	pearson	2	independent_column	whole_plate
LacZ-3	LacZ	-0.35582863008547777	ES2	cutting_control	pearson	2	independent_column	whole_plate
Luc-1	Luc	0.11446905854068377	ES2	cutting_control	pearson	2	independent_column	whole_plate
Luc-2	Luc	-0.02438290741486996	ES2	cutting_control	pearson	2	independent_column	whole_plate
MAPK1-1	MAPK1	1.1783651319897297	ES2	cutting_control	pearson	2	independent_column	whole_plate
MAPK1-2	MAPK1	0.7811774029489666	ES2	cutting_control	pearson	2	independent_column	whole_plate
MCL1-2	MCL1	0.3916189794354272	ES2	cutting_control	pearson	2	independent_column	whole_plate
MCL1-5	MCL1	0.21864813810623956	ES2	cutting_control	pearson	2	independent_column	whole_plate
MTOR-1	MTOR	0.28835338092735063	ES2	cutting_control	pearson	2	independent_column	whole_plate
MTOR-2	MTOR	0.4843749938316848	ES2	cutting_control	pearson	2	independent_column	whole_plate
MYC-1	MYC	-0.42860202129109937	ES2	cutting_control	pearson	2	independent_column	whole_plate
MYC-2	MYC	-0.3591599545907935	ES2	cutting_control	pearson	2	independent_column	whole_plate
ORC4-1	ORC4	-0.05113843496041421	ES2	cutting_control	pearson	2	independent_column	whole_plate
ORC4-2	ORC4	-0.10161484098768377	ES2	cutting_control	pearson	2	independent_column	whole_plate
PIK3CA-1	PIK3CA	-0.39545496292868526	ES2	cutting_control	pearson	2	independent_column	whole_plate
PIK3CA-2	PIK3CA	-0.31353972376957573	ES2	cutting_control	pearson	2	independent_column	whole_plate
POLR2D-1	POLR2D	-0.09301663879930772	ES2	cutting_control	pearson	2	independent_column	whole_plate
POLR2D-2	POLR2D	-0.06540400169117702	ES2	cutting_control	pearson	2	independent_column	whole_plate
PPIB-1	PPIB	-0.12983841873447732	ES2	cutting_control	pearson	2	independent_column	whole_plate
PPIB-2	PPIB	-0.1012664939730298	ES2	cutting_control	pearson	2	independent_column	whole_plate
PRDX1-1	PRDX1	0.9315887049546968	ES2	cutting_control	pearson	2	independent_column	whole_plate
PRDX1-2	PRDX1	0.6748522967825954	ES2	cutting_control	pearson	2	independent_column	whole_plate
PSMA1-1	PSMA1	0.07218186225362257	ES2	cutting_control	pearson	2	independent_column	whole_plate
PSMA1-2	PSMA1	0.02422782244904121	ES2	cutting_control	pearson	2	independent_column	whole_plate
PTK2-1	PTK2	0.43165546711588393	ES2	cutting_control	pearson	2	independent_column	whole_plate
PTK2-2	PTK2	0.6814969745780313	ES2	cutting_control	pearson	2	independent_column	whole_plate
RAC1-1	RAC1	-0.4098747430047149	ES2	cutting_control	pearson	2	independent_column	whole_plate
RAC1-2	RAC1	-0.4172807667931651	ES2	cutting_control	pearson	2	independent_column	whole_plate
RAF1-1	RAF1	0.2927979232209195	ES2	cutting_control	pearson	2	independent_column	whole_plate
RAF1-2	RAF1	0.36118320941498605	ES2	cutting_control	pearson	2	independent_column	whole_plate
RHOA-1	RHOA	-0.45343658747000376	ES2	cutting_control	pearson	2	independent_column	whole_plate
RHOA-2	RHOA	-0.2701247018751984	ES2	cutting_control	pearson	2	independent_column	whole_plate
SDHB-1	SDHB	0.3562882717991375	ES2	cutting_control	pearson	2	independent_column	whole_plate
SDHB-2	SDHB	-0.0892704221317473	ES2	cutting_control	pearson	2	independent_column	whole_plate
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	2	independent_column	whole_plate
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	2	independent_column	whole_plate
SMARCB1-1	SMARCB1	0.45003375117915123	ES2	cutting_control	pearson	2	independent_column	whole_plate
SMARCB1-2	SMARCB1	0.5082734684397672	ES2	cutting_control	pearson	2	independent_column	whole_plate
STAT3-1	STAT3	-0.20551689885973	ES2	cutting_control	pearson	2	independent_column	whole_plate
STAT3-2	STAT3	-0.13594883133466626	ES2	cutting_control	pearson	2	independent_column	whole_plate
SUZ12-1	SUZ12	-0.13801778017518707	ES2	cutting_control	pearson	2	independent_column	whole_plate
SUZ12-2	SUZ12	-0.012231111391440397	ES2	cutting_control	pearson	2	independent_column	whole_plate
TXN-1	TXN	-0.2700182951358889	ES2	cutting_control	pearson	2	independent_column	whole_plate
TXN-2	TXN	-0.2021015656344367	ES2	cutting_control	pearson	2	independent_column	whole_plate
XBP-1	XBP	0.37201349332188627	ES2	cutting_control	pearson	2	independent_column	whole_plate
XBP-2	XBP	0.3689268731338914	ES2	cutting_control	pearson	2	independent_column	whole_plate
YAP1-1	YAP1	-0.45253406603517854	ES2	cutting_control	pearson	2	independent_column	whole_plate
YAP1-2	YAP1	-0.4235627558845509	ES2	cutting_control	pearson	2	independent_column	whole_plate
AKT1-1	AKT1	-0.7641076547708578	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
AKT1-2	AKT1	-0.4305063202431852	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ARID1B-1	ARID1B	0.22284596280172786	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ARID1B-2	ARID1B	0.4169753506294329	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ATF4-1	ATF4	0.20983919024251046	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ATF4-2	ATF4	0.16819783711013886	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ATP50-1	ATP50	-0.6620789127855404	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ATP50-2	ATP50	-0.45516949937016477	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
AURKB-2	AURKB		ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BCL2-1	BCL2	0.95254317885787	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BCL2-2	BCL2	0.6608763581707514	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BCL2L2-1	BCL2L2	-0.2938692092976943	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BCL2L2-2	BCL2L2	-0.32556751030696574	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BCL2L2-4	BCL2L2	-0.1045584107757783	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BRAF-2	BRAF		ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BRAF1-1	BRAF1		ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BRCA1-1	BRCA1	0.23775199389998428	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BRCA1-2	BRCA1	0.12983856738582955	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BRD4-1	BRD4	-0.5188982792238743	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
BRD4-2	BRD4	-0.45622051521121765	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CCND1-1	CCND1	0.11405667931848146	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CCND1-2	CCND1	0.3791943814136515	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CCNE1-1	CCNE1	0.4767728212961566	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CCNE1-2	CCNE1	0.6190106612826066	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CDK2-1	CDK2	-0.19943774597752453	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CDK2-2	CDK2	-0.1459050569433157	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CDK4-1	CDK4	-0.060494814221786986	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CDK4-2	CDK4	0.45023638226435975	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CDK4-3	CDK4	0.36378331889927973	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CHEK2-1	CHEK2	0.5323965339823351	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CHEK2-2	CHEK2	0.23663590377747912	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
COX5B-1	COX5B	0.14762908088329857	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
COX5B-2	COX5B	-0.08080119167042948	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CSNK1A1-1	CSNK1A1	-0.6237695365989135	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CSNK1A1-2	CSNK1A1	-0.5902999335230625	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CTNNB1-1	CTNNB1	0.476833125862961	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
CTNNB1-2	CTNNB1	0.5427659905971463	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
Chr2-1	Chr2	-0.019155157120988874	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
Chr2-2	Chr2	0.013208682224730841	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
Chr2-3	Chr2	0.015153222839114869	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
Chr2-4	Chr2	-0.0052995439323048595	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
Chr2-5	Chr2	0.022008608457821943	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
Chr2-6	Chr2	-0.012717161420199501	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
DOT1L-1	DOT1L	0.24104610659756237	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
DOT1L-2	DOT1L	0.3483766467776058	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
EGFR-1	EGFR	0.5716187815936149	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
EGFR-2	EGFR	0.8181177667020196	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
EGLN1-8	EGLN1	-0.42732427736844864	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
EGLN1-9	EGLN1	-0.6637418759577017	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
EMPTY	EMPTY		ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ERBB2-1	ERBB2	-0.3881018186243095	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ERBB2-2	ERBB2	-0.26801123699214235	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ERBB3-1	ERBB3	-0.6543552284534397	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ERBB3-2	ERBB3	-0.45933617203671195	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
EZH2-1	EZH2	-0.7589500995178222	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
EZH2-2	EZH2	-1.0814264316671818	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
GLS-1	GLS	-0.6970359265604982	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
GLS-2	GLS	-0.8672385347491387	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
GPX4-1	GPX4	0.09713371483846236	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
GPX4-2	GPX4	-0.05548103216249772	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
HIF1a-1	HIF1a	-0.040827722845048875	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
HIF1a-2	HIF1a	-0.1609588275615081	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
ITGAV-1	ITGAV	-0.32485121259466004	ES2	cutting_control	pearson	2	full_metadata_shuffle	whole_plate
