perturbation	group	grit	cell_line	barcode_control	cor_method	query	_id	DepMap_ID	stripped_cell_line_name	ceres_score	grit_mean
BRD4-2	BRD4	1.2242671889887535	ES2	perturbation_control	spearman	BRD4	23476	ACH-000906	ES2	-1.1404406586829343	1.178903499748305
EGLN1-9	EGLN1	1.2236857475666767	HCC44	cutting_control	spearman	EGLN1	54583	ACH-000667	HCC44	-0.2485230019426343	1.5192344909235707
EZH2-2	EZH2	1.2236320989273628	A549	perturbation_control	spearman	EZH2	2146	ACH-000681	A549	0.0782312526661583	1.0395730567300476
SUZ12-1	SUZ12	1.217013024747846	A549	cutting_control	pearson	SUZ12	23512	ACH-000681	A549	-0.1750239026352055	1.3983873313775472
CTNNB1-2	CTNNB1	1.2156929421451754	ES2	perturbation_control	pearson	CTNNB1	1499	ACH-000906	ES2	-0.0711344618796442	1.0183494952079737
PIK3CA-1	PIK3CA	1.2154718164679423	A549	perturbation_control	spearman	PIK3CA	5290	ACH-000681	A549	-0.7069128030434324	1.198455177927298
SUZ12-2	SUZ12	1.2153673579616038	HCC44	cutting_control	spearman	SUZ12	23512	ACH-000667	HCC44	-0.4104380252831149	1.4731598728426762
XBP-2	XBP	1.213826623368641	A549	perturbation_control	pearson						1.0387059524274904
BRD4-1	BRD4	1.2118222187167855	ES2	perturbation_control	spearman	BRD4	23476	ACH-000906	ES2	-1.1404406586829343	1.178903499748305
KRAS-2A	KRAS	1.2089577225132269	HCC44	cutting_control	pearson	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
SUZ12-2	SUZ12	1.2086161489166565	HCC44	cutting_control	pearson	SUZ12	23512	ACH-000667	HCC44	-0.4104380252831149	1.4731598728426762
PSMA1-1	PSMA1	1.2055929880352902	A549	cutting_control	spearman	PSMA1	5682	ACH-000681	A549	-1.6303777080392268	1.3770884042350953
MTOR-1	MTOR	1.2044253743210471	ES2	cutting_control	spearman	MTOR	2475	ACH-000906	ES2	-1.4473730364659714	1.4507699530607625
CDK4-1	CDK4	1.2023193669308898	HCC44	perturbation_control	pearson	CDK4	1019	ACH-000667	HCC44	-0.3096149910825777	0.781976646266068
XBP-2	XBP	1.1987283390256245	A549	perturbation_control	spearman						1.0387059524274904
XBP-2	XBP	1.194451849876672	HCC44	perturbation_control	spearman						0.962488145821121
EGFR-1	EGFR	1.1933833409781474	ES2	perturbation_control	spearman	EGFR	1956	ACH-000906	ES2	0.1056243620825413	1.0600846975392997
ATP50-2	ATP50	1.1928892302304697	HCC44	perturbation_control	spearman	ATP50					1.055745758447118
SUZ12-1	SUZ12	1.1866312244560475	A549	cutting_control	spearman	SUZ12	23512	ACH-000681	A549	-0.1750239026352055	1.3983873313775472
XBP-2	XBP	1.1844178316158986	HCC44	perturbation_control	pearson						0.962488145821121
CDK2-2	CDK2	1.1784308564835049	A549	cutting_control	spearman	CDK2	1017	ACH-000681	A549	-0.8751990661389741	1.4843875009074754
ERBB2-2	ERBB2	1.1767061830630758	A549	cutting_control	spearman	ERBB2	2064	ACH-000681	A549	-0.9881129113941908	1.3473831947416413
ATF4-2	ATF4	1.1746900937747549	ES2	perturbation_control	pearson	ATF4	468	ACH-000906	ES2	-0.8255914824676205	0.943524211974449
CTNNB1-2	CTNNB1	1.1705387355099413	ES2	perturbation_control	spearman	CTNNB1	1499	ACH-000906	ES2	-0.0711344618796442	1.0183494952079737
XBP-2	XBP	1.1704756388398792	ES2	perturbation_control	pearson						1.0526367714586211
BRD4-2	BRD4	1.163229105659524	ES2	cutting_control	pearson	BRD4	23476	ACH-000906	ES2	-1.1404406586829343	1.178903499748305
GLS-1	GLS	1.1568318402046565	ES2	perturbation_control	pearson	GLS	2744	ACH-000906	ES2	-0.2789156752975392	0.9068183217279413
PIK3CA-2	PIK3CA	1.1562071526221531	A549	cutting_control	spearman	PIK3CA	5290	ACH-000681	A549	-0.7069128030434324	1.198455177927298
EGFR-1	EGFR	1.1536332759094508	ES2	perturbation_control	pearson	EGFR	1956	ACH-000906	ES2	0.1056243620825413	1.0600846975392997
GPX4-2	GPX4	1.151061984941297	HCC44	cutting_control	spearman	GPX4	2879	ACH-000667	HCC44	0.0260701389108038	1.071956995952182
RAF1-2	RAF1	1.1498752233326406	ES2	perturbation_control	pearson	RAF1	5894	ACH-000906	ES2	0.2043303929789717	0.919693666117312
SDHB-1	SDHB	1.1493476181032525	ES2	cutting_control	pearson	SDHB	6390	ACH-000906	ES2	-0.5116746225762876	1.025179702276862
RAF1-1	RAF1	1.1479649868720228	ES2	perturbation_control	pearson	RAF1	5894	ACH-000906	ES2	0.2043303929789717	0.919693666117312
CCNE1-2	CCNE1	1.147518574452859	ES2	perturbation_control	pearson	CCNE1	898	ACH-000906	ES2	-0.163717947328437	0.9807082031580582
DOT1L-1	DOT1L	1.146611859348302	HCC44	cutting_control	pearson	DOT1L	84444	ACH-000667	HCC44	0.0842427276952681	1.1000536134697285
GLS-2	GLS	1.1435423611674005	ES2	perturbation_control	pearson	GLS	2744	ACH-000906	ES2	-0.2789156752975392	0.9068183217279413
MTOR-1	MTOR	1.143105314297597	HCC44	cutting_control	spearman	MTOR	2475	ACH-000667	HCC44	-1.480007735258592	1.454761120295569
ERBB2-1	ERBB2	1.140727883748064	A549	cutting_control	pearson	ERBB2	2064	ACH-000681	A549	-0.9881129113941908	1.3473831947416413
RAF1-1	RAF1	1.1361489735042236	ES2	perturbation_control	spearman	RAF1	5894	ACH-000906	ES2	0.2043303929789717	0.919693666117312
BRD4-1	BRD4	1.1360151121120443	ES2	cutting_control	pearson	BRD4	23476	ACH-000906	ES2	-1.1404406586829343	1.178903499748305
KRAS-2A	KRAS	1.1294608703980424	HCC44	cutting_control	spearman	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
SUZ12-2	SUZ12	1.1290853992210017	A549	cutting_control	pearson	SUZ12	23512	ACH-000681	A549	-0.1750239026352055	1.3983873313775472
BRD4-2	BRD4	1.1246352381035865	A549	perturbation_control	pearson	BRD4	23476	ACH-000681	A549	-1.310320858213397	0.9382098207648804
MTOR-1	MTOR	1.124431524007206	A549	cutting_control	pearson	MTOR	2475	ACH-000681	A549	-1.5359130715632174	1.156556509443194
ATF4-2	ATF4	1.1242020805819433	ES2	perturbation_control	spearman	ATF4	468	ACH-000906	ES2	-0.8255914824676205	0.943524211974449
PSMA1-2	PSMA1	1.1229589936087905	A549	cutting_control	pearson	PSMA1	5682	ACH-000681	A549	-1.6303777080392268	1.3770884042350953
XBP-1	XBP	1.1218484085278833	ES2	perturbation_control	pearson						1.0526367714586211
SDHB-1	SDHB	1.1217767803887004	ES2	cutting_control	spearman	SDHB	6390	ACH-000906	ES2	-0.5116746225762876	1.025179702276862
CDK4-2	CDK4	1.1217570854006018	A549	cutting_control	pearson	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
GPX4-2	GPX4	1.1201857641824535	HCC44	cutting_control	pearson	GPX4	2879	ACH-000667	HCC44	0.0260701389108038	1.071956995952182
CDK4-1	CDK4	1.1196765155108863	HCC44	perturbation_control	spearman	CDK4	1019	ACH-000667	HCC44	-0.3096149910825777	0.781976646266068
EZH2-1	EZH2	1.1177965458772194	HCC44	cutting_control	pearson	EZH2	2146	ACH-000667	HCC44	-0.0880998843515697	0.9320117976176707
DOT1L-1	DOT1L	1.1177770532623716	HCC44	cutting_control	spearman	DOT1L	84444	ACH-000667	HCC44	0.0842427276952681	1.1000536134697285
RAF1-2	RAF1	1.114633974571792	ES2	perturbation_control	spearman	RAF1	5894	ACH-000906	ES2	0.2043303929789717	0.919693666117312
XBP-2	XBP	1.1142498673959906	ES2	perturbation_control	spearman						1.0526367714586211
CDK4-2	CDK4	1.1139701047543504	A549	cutting_control	spearman	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
CDK4-1	CDK4	1.1132462138669037	A549	cutting_control	pearson	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
ERBB3-1	ERBB3	1.10718886167358	A549	perturbation_control	spearman	ERBB3	2065	ACH-000681	A549	-0.5506008826217804	0.8750968867759608
ATF4-1	ATF4	1.105817168431504	ES2	perturbation_control	pearson	ATF4	468	ACH-000906	ES2	-0.8255914824676205	0.943524211974449
BRD4-1	BRD4	1.1052684203025989	A549	perturbation_control	pearson	BRD4	23476	ACH-000681	A549	-1.310320858213397	0.9382098207648804
SUZ12-2	SUZ12	1.1047792255665376	A549	cutting_control	spearman	SUZ12	23512	ACH-000681	A549	-0.1750239026352055	1.3983873313775472
ERBB3-1	ERBB3	1.103539918407115	A549	perturbation_control	pearson	ERBB3	2065	ACH-000681	A549	-0.5506008826217804	0.8750968867759608
CCNE1-1	CCNE1	1.100075727178597	ES2	perturbation_control	pearson	CCNE1	898	ACH-000906	ES2	-0.163717947328437	0.9807082031580582
GLS-1	GLS	1.0999909954524991	HCC44	perturbation_control	pearson	GLS	2744	ACH-000667	HCC44	-0.3223938931378628	0.780913840288054
BRD4-2	BRD4	1.0967345261683086	ES2	cutting_control	spearman	BRD4	23476	ACH-000906	ES2	-1.1404406586829343	1.178903499748305
GLS-1	GLS	1.0953215275279105	ES2	perturbation_control	spearman	GLS	2744	ACH-000906	ES2	-0.2789156752975392	0.9068183217279413
CCNE1-2	CCNE1	1.095278683769138	ES2	perturbation_control	spearman	CCNE1	898	ACH-000906	ES2	-0.163717947328437	0.9807082031580582
CDK4-1	CDK4	1.0936307334234836	A549	cutting_control	spearman	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
XBP-1	XBP	1.0928845368132	HCC44	perturbation_control	spearman						0.962488145821121
RAF1-2	RAF1	1.0902648928969243	HCC44	perturbation_control	pearson	RAF1	5894	ACH-000667	HCC44	0.0438311032673345	0.8163987187755122
ERBB2-1	ERBB2	1.0901710832040412	A549	cutting_control	spearman	ERBB2	2064	ACH-000681	A549	-0.9881129113941908	1.3473831947416413
EZH2-1	EZH2	1.0869669791248686	HCC44	cutting_control	spearman	EZH2	2146	ACH-000667	HCC44	-0.0880998843515697	0.9320117976176707
CDK4-2	CDK4	1.085929454377235	HCC44	perturbation_control	pearson	CDK4	1019	ACH-000667	HCC44	-0.3096149910825777	0.781976646266068
PSMA1-2	PSMA1	1.0831362933193418	A549	cutting_control	spearman	PSMA1	5682	ACH-000681	A549	-1.6303777080392268	1.3770884042350953
GLS-2	GLS	1.0767023744532185	ES2	perturbation_control	spearman	GLS	2744	ACH-000906	ES2	-0.2789156752975392	0.9068183217279413
BRD4-1	BRD4	1.0761143348257016	ES2	cutting_control	spearman	BRD4	23476	ACH-000906	ES2	-1.1404406586829343	1.178903499748305
SDHB-2	SDHB	1.0756740329728087	ES2	cutting_control	pearson	SDHB	6390	ACH-000906	ES2	-0.5116746225762876	1.025179702276862
XBP-1	XBP	1.0730378822085709	ES2	perturbation_control	spearman						1.0526367714586211
RAF1-2	RAF1	1.067052446456817	HCC44	perturbation_control	spearman	RAF1	5894	ACH-000667	HCC44	0.0438311032673345	0.8163987187755122
TXN-2	TXN	1.064226714127045	A549	perturbation_control	pearson	TXN	7295	ACH-000681	A549	-1.442445264314019	0.8247068254378105
SDHB-1	SDHB	1.0622488491138908	HCC44	cutting_control	spearman	SDHB	6390	ACH-000667	HCC44	-0.6454804656926271	1.2388342828655035
SDHB-1	SDHB	1.0612703291827188	HCC44	cutting_control	pearson	SDHB	6390	ACH-000667	HCC44	-0.6454804656926271	1.2388342828655035
CCND1-1	CCND1	1.0606394055696016	A549	cutting_control	pearson	CCND1	595	ACH-000681	A549	-0.6709522038747181	1.1619339701445135
XBP-1	XBP	1.059481374521455	HCC44	perturbation_control	pearson						0.962488145821121
MTOR-1	MTOR	1.0574906124677712	A549	cutting_control	spearman	MTOR	2475	ACH-000681	A549	-1.5359130715632174	1.156556509443194
CCNE1-1	CCNE1	1.049258280280245	ES2	perturbation_control	spearman	CCNE1	898	ACH-000906	ES2	-0.163717947328437	0.9807082031580582
EZH2-2	EZH2	1.048467617288872	HCC44	perturbation_control	pearson	EZH2	2146	ACH-000667	HCC44	-0.0880998843515697	0.9320117976176707
ATF4-1	ATF4	1.045497057756241	ES2	perturbation_control	spearman	ATF4	468	ACH-000906	ES2	-0.8255914824676205	0.943524211974449
SDHB-2	SDHB	1.0447495770115245	ES2	cutting_control	spearman	SDHB	6390	ACH-000906	ES2	-0.5116746225762876	1.025179702276862
TXN-2	TXN	1.04430170015825	A549	perturbation_control	spearman	TXN	7295	ACH-000681	A549	-1.442445264314019	0.8247068254378105
ERBB2-1	ERBB2	1.037922444439191	ES2	cutting_control	pearson	ERBB2	2064	ACH-000906	ES2	-0.3164060916195579	1.1611985020103206
ERBB3-2	ERBB3	1.035677410687275	A549	perturbation_control	spearman	ERBB3	2065	ACH-000681	A549	-0.5506008826217804	0.8750968867759608
PIK3CA-2	PIK3CA	1.0336300862423355	ES2	perturbation_control	pearson	PIK3CA	5290	ACH-000906	ES2	-0.2235745671637288	0.7261635059484618
TXN-1	TXN	1.0306738849887729	ES2	perturbation_control	spearman	TXN	7295	ACH-000906	ES2	-1.3293255687672336	0.8375661220299434
GLS-1	GLS	1.027025311259428	HCC44	perturbation_control	spearman	GLS	2744	ACH-000667	HCC44	-0.3223938931378628	0.780913840288054
CCND1-1	CCND1	1.0263468243289828	A549	cutting_control	spearman	CCND1	595	ACH-000681	A549	-0.6709522038747181	1.1619339701445135
CDK4-2	CDK4	1.021273166181784	HCC44	perturbation_control	spearman	CDK4	1019	ACH-000667	HCC44	-0.3096149910825777	0.781976646266068
ERBB3-2	ERBB3	1.0210788761309486	A549	perturbation_control	pearson	ERBB3	2065	ACH-000681	A549	-0.5506008826217804	0.8750968867759608
BRD4-2	BRD4	1.0198180009720326	A549	perturbation_control	spearman	BRD4	23476	ACH-000681	A549	-1.310320858213397	0.9382098207648804
TXN-1	TXN	1.017350015754675	ES2	perturbation_control	pearson	TXN	7295	ACH-000906	ES2	-1.3293255687672336	0.8375661220299434
XBP-2	XBP	1.005388968848567	ES2	cutting_control	pearson						1.0526367714586211
DOT1L-2	DOT1L	1.0050177694532547	ES2	cutting_control	spearman	DOT1L	84444	ACH-000906	ES2	0.3434723764085705	1.1273346921707943
XBP-1	XBP	1.0046078354191803	ES2	cutting_control	pearson						1.0526367714586211
BRD4-1	BRD4	0.9996297180783028	A549	perturbation_control	spearman	BRD4	23476	ACH-000681	A549	-1.310320858213397	0.9382098207648804
ERBB2-1	ERBB2	0.9979133410966248	ES2	cutting_control	spearman	ERBB2	2064	ACH-000906	ES2	-0.3164060916195579	1.1611985020103206
TXN-1	TXN	0.996684234563941	A549	perturbation_control	spearman	TXN	7295	ACH-000681	A549	-1.442445264314019	0.8247068254378105
GPX4-1	GPX4	0.996597513545652	HCC44	perturbation_control	spearman	GPX4	2879	ACH-000667	HCC44	0.0260701389108038	1.071956995952182
TXN-1	TXN	0.9958957855220364	A549	perturbation_control	pearson	TXN	7295	ACH-000681	A549	-1.442445264314019	0.8247068254378105
MAPK1-2	MAPK1	0.9936686185700612	HCC44	cutting_control	pearson	MAPK1	5594	ACH-000667	HCC44	-0.1859049622873572	0.8985525937525161
MTOR-2	MTOR	0.9919835967085054	A549	cutting_control	pearson	MTOR	2475	ACH-000681	A549	-1.5359130715632174	1.156556509443194
EZH2-2	EZH2	0.9913474456721514	HCC44	perturbation_control	spearman	EZH2	2146	ACH-000667	HCC44	-0.0880998843515697	0.9320117976176707
SDHB-1	SDHB	0.9852640084088364	ES2	perturbation_control	pearson	SDHB	6390	ACH-000906	ES2	-0.5116746225762876	1.025179702276862
GPX4-1	GPX4	0.9843177341791292	HCC44	perturbation_control	pearson	GPX4	2879	ACH-000667	HCC44	0.0260701389108038	1.071956995952182
CSNK1A1-1	CSNK1A1	0.9841023910992178	ES2	cutting_control	pearson	CSNK1A1	1452	ACH-000906	ES2	-0.3371487643080693	0.8971034089927276
MAPK1-1	MAPK1	0.9785350155170376	HCC44	cutting_control	pearson	MAPK1	5594	ACH-000667	HCC44	-0.1859049622873572	0.8985525937525161
XBP-1	XBP	0.9779318460075896	ES2	cutting_control	spearman						1.0526367714586211
DOT1L-2	DOT1L	0.9776090374843676	ES2	cutting_control	pearson	DOT1L	84444	ACH-000906	ES2	0.3434723764085705	1.1273346921707943
ATP50-1	ATP50	0.9713710252521008	HCC44	cutting_control	pearson	ATP50					1.055745758447118
TXN-2	TXN	0.9707687974111262	ES2	perturbation_control	spearman	TXN	7295	ACH-000906	ES2	-1.3293255687672336	0.8375661220299434
SDHB-2	SDHB	0.9609351157599264	HCC44	cutting_control	pearson	SDHB	6390	ACH-000667	HCC44	-0.6454804656926271	1.2388342828655035
HIF1a-2	HIF1a	0.9592410609174622	ES2	perturbation_control	spearman	HIF1a	3091	ACH-000906	ES2	0.499927169824231	0.8970571499136326
SDHB-2	SDHB	0.9585723770879048	ES2	perturbation_control	pearson	SDHB	6390	ACH-000906	ES2	-0.5116746225762876	1.025179702276862
PIK3CA-2	PIK3CA	0.958013824172636	ES2	perturbation_control	spearman	PIK3CA	5290	ACH-000906	ES2	-0.2235745671637288	0.7261635059484618
HIF1a-2	HIF1a	0.9567895812299834	ES2	perturbation_control	pearson	HIF1a	3091	ACH-000906	ES2	0.499927169824231	0.8970571499136326
RAC1-1	RAC1	0.9544103613412004	HCC44	perturbation_control	pearson	RAC1	5879	ACH-000667	HCC44	-0.5516190390328676	0.8631985092598833
XBP-2	XBP	0.953553724421308	ES2	cutting_control	spearman						1.0526367714586211
CDK4-3	CDK4	0.95271110132633	A549	cutting_control	pearson	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
SDHB-1	SDHB	0.9506093976315272	ES2	perturbation_control	spearman	SDHB	6390	ACH-000906	ES2	-0.5116746225762876	1.025179702276862
DOT1L-2	DOT1L	0.948777841406004	HCC44	perturbation_control	pearson	DOT1L	84444	ACH-000667	HCC44	0.0842427276952681	1.1000536134697285
CSNK1A1-1	CSNK1A1	0.945674809370994	ES2	cutting_control	spearman	CSNK1A1	1452	ACH-000906	ES2	-0.3371487643080693	0.8971034089927276
TXN-2	TXN	0.9434056757064768	ES2	perturbation_control	pearson	TXN	7295	ACH-000906	ES2	-1.3293255687672336	0.8375661220299434
SDHB-2	SDHB	0.9413162409338528	HCC44	cutting_control	spearman	SDHB	6390	ACH-000667	HCC44	-0.6454804656926271	1.2388342828655035
ATP50-1	ATP50	0.9378673389815848	HCC44	cutting_control	spearman	ATP50					1.055745758447118
RAF1-1	RAF1	0.9365562416643682	HCC44	perturbation_control	pearson	RAF1	5894	ACH-000667	HCC44	0.0438311032673345	0.8163987187755122
MAPK1-1	MAPK1	0.9351399946165216	HCC44	perturbation_control	pearson	MAPK1	5594	ACH-000667	HCC44	-0.1859049622873572	0.8985525937525161
RAC1-1	RAC1	0.9346116626935944	HCC44	perturbation_control	spearman	RAC1	5879	ACH-000667	HCC44	-0.5516190390328676	0.8631985092598833
CDK4-3	CDK4	0.9342194380355991	A549	cutting_control	spearman	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
RAF1-1	RAF1	0.9315904401045272	HCC44	perturbation_control	spearman	RAF1	5894	ACH-000667	HCC44	0.0438311032673345	0.8163987187755122
STAT3-2	STAT3	0.9310390730723112	ES2	perturbation_control	spearman	STAT3	6774	ACH-000906	ES2	0.1114285479413613	0.6943207777774559
EZH2-1	EZH2	0.9287445944674594	HCC44	perturbation_control	pearson	EZH2	2146	ACH-000667	HCC44	-0.0880998843515697	0.9320117976176707
EGFR-2	EGFR	0.9274206363535408	ES2	cutting_control	spearman	EGFR	1956	ACH-000906	ES2	0.1056243620825413	1.0600846975392997
RHOA-1	RHOA	0.923324367412576	A549	perturbation_control	pearson	RHOA	387	ACH-000681	A549	-0.8097010811281051	0.6951384509563854
HIF1a-1	HIF1a	0.9226211379316678	ES2	perturbation_control	pearson	HIF1a	3091	ACH-000906	ES2	0.499927169824231	0.8970571499136326
BRCA1-2	BRCA1	0.9215649225267376	A549	perturbation_control	pearson	BRCA1	672	ACH-000681	A549	-0.4528081060386204	0.7215940526129949
CSNK1A1-1	CSNK1A1	0.9212830860579428	ES2	perturbation_control	pearson	CSNK1A1	1452	ACH-000906	ES2	-0.3371487643080693	0.8971034089927276
SDHB-2	SDHB	0.9154438266103426	ES2	perturbation_control	spearman	SDHB	6390	ACH-000906	ES2	-0.5116746225762876	1.025179702276862
DOT1L-2	DOT1L	0.915304685619077	HCC44	perturbation_control	spearman	DOT1L	84444	ACH-000667	HCC44	0.0842427276952681	1.1000536134697285
HIF1a-1	HIF1a	0.915273355454826	ES2	perturbation_control	spearman	HIF1a	3091	ACH-000906	ES2	0.499927169824231	0.8970571499136326
DOT1L-1	DOT1L	0.9148173603476984	HCC44	perturbation_control	pearson	DOT1L	84444	ACH-000667	HCC44	0.0842427276952681	1.1000536134697285
STAT3-2	STAT3	0.9139737448009124	ES2	perturbation_control	pearson	STAT3	6774	ACH-000906	ES2	0.1114285479413613	0.6943207777774559
RAC1-1	RAC1	0.9138677177237432	HCC44	cutting_control	spearman	RAC1	5879	ACH-000667	HCC44	-0.5516190390328676	0.8631985092598833
HIF1a-2	HIF1a	0.9086216676018072	ES2	cutting_control	pearson	HIF1a	3091	ACH-000906	ES2	0.499927169824231	0.8970571499136326
GLS-2	GLS	0.9085538322826038	HCC44	perturbation_control	pearson	GLS	2744	ACH-000667	HCC44	-0.3223938931378628	0.780913840288054
CCNE1-1	CCNE1	0.9072159547936772	ES2	cutting_control	pearson	CCNE1	898	ACH-000906	ES2	-0.163717947328437	0.9807082031580582
HIF1a-2	HIF1a	0.9056711002696916	ES2	cutting_control	spearman	HIF1a	3091	ACH-000906	ES2	0.499927169824231	0.8970571499136326
BRCA1-1	BRCA1	0.9055466061287992	A549	perturbation_control	pearson	BRCA1	672	ACH-000681	A549	-0.4528081060386204	0.7215940526129949
HIF1a-1	HIF1a	0.9029782524766566	HCC44	cutting_control	pearson	HIF1a	3091	ACH-000667	HCC44	0.2806746054782434	0.7159932833638062
CSNK1A1-2	CSNK1A1	0.9026933875599806	ES2	cutting_control	pearson	CSNK1A1	1452	ACH-000906	ES2	-0.3371487643080693	0.8971034089927276
AKT1-2	AKT1	0.902653207470749	HCC44	perturbation_control	pearson	AKT1	207	ACH-000667	HCC44	-0.1220351340876218	0.8213328107904803
MTOR-2	MTOR	0.9024341298754024	A549	cutting_control	spearman	MTOR	2475	ACH-000681	A549	-1.5359130715632174	1.156556509443194
RAC1-1	RAC1	0.901639179628299	HCC44	cutting_control	pearson	RAC1	5879	ACH-000667	HCC44	-0.5516190390328676	0.8631985092598833
DOT1L-1	DOT1L	0.9006429256664769	HCC44	perturbation_control	spearman	DOT1L	84444	ACH-000667	HCC44	0.0842427276952681	1.1000536134697285
COX5B-1	COX5B	0.9002856231047319	A549	perturbation_control	pearson	COX5B	1329	ACH-000681	A549	-0.5838762776844711	0.6652048566927667
MAPK1-1	MAPK1	0.9002845755743394	HCC44	cutting_control	spearman	MAPK1	5594	ACH-000667	HCC44	-0.1859049622873572	0.8985525937525161
BRD4-2	BRD4	0.8965990443983295	A549	cutting_control	pearson	BRD4	23476	ACH-000681	A549	-1.310320858213397	0.9382098207648804
PIK3CA-1	PIK3CA	0.8946142200649623	ES2	perturbation_control	pearson	PIK3CA	5290	ACH-000906	ES2	-0.2235745671637288	0.7261635059484618
EGFR-2	EGFR	0.8921023136000943	ES2	cutting_control	pearson	EGFR	1956	ACH-000906	ES2	0.1056243620825413	1.0600846975392997
BRCA1-2	BRCA1	0.891265952683586	HCC44	perturbation_control	pearson	BRCA1	672	ACH-000667	HCC44	-0.4479653131435857	0.726156262441971
CCND1-2	CCND1	0.8901685658436104	A549	cutting_control	pearson	CCND1	595	ACH-000681	A549	-0.6709522038747181	1.1619339701445135
CSNK1A1-2	CSNK1A1	0.8885113695719026	ES2	cutting_control	spearman	CSNK1A1	1452	ACH-000906	ES2	-0.3371487643080693	0.8971034089927276
MAPK1-2	MAPK1	0.8845504369468363	HCC44	cutting_control	spearman	MAPK1	5594	ACH-000667	HCC44	-0.1859049622873572	0.8985525937525161
BRCA1-2	BRCA1	0.8824928967756588	A549	perturbation_control	spearman	BRCA1	672	ACH-000681	A549	-0.4528081060386204	0.7215940526129949
GLS-1	GLS	0.8820503164907643	HCC44	cutting_control	pearson	GLS	2744	ACH-000667	HCC44	-0.3223938931378628	0.780913840288054
PIK3CA-2	PIK3CA	0.8795049145961017	HCC44	cutting_control	pearson	PIK3CA	5290	ACH-000667	HCC44	-0.4327211111079579	0.6938438083638822
EZH2-1	EZH2	0.878882535319755	HCC44	perturbation_control	spearman	EZH2	2146	ACH-000667	HCC44	-0.0880998843515697	0.9320117976176707
BRCA1-1	BRCA1	0.8783877730482275	A549	perturbation_control	spearman	BRCA1	672	ACH-000681	A549	-0.4528081060386204	0.7215940526129949
KRAS-2B	KRAS	0.8776054725691244	HCC44	perturbation_control	pearson	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
CCNE1-1	CCNE1	0.8763956045384746	ES2	cutting_control	spearman	CCNE1	898	ACH-000906	ES2	-0.163717947328437	0.9807082031580582
STAT3-1	STAT3	0.8743549602303219	ES2	perturbation_control	spearman	STAT3	6774	ACH-000906	ES2	0.1114285479413613	0.6943207777774559
AKT1-2	AKT1	0.8742106003780373	HCC44	perturbation_control	spearman	AKT1	207	ACH-000667	HCC44	-0.1220351340876218	0.8213328107904803
COX5B-1	COX5B	0.8720542071001571	A549	perturbation_control	spearman	COX5B	1329	ACH-000681	A549	-0.5838762776844711	0.6652048566927667
KRAS-2A	KRAS	0.8705315669226044	A549	perturbation_control	pearson	KRAS	3845	ACH-000681	A549	-1.0252441419699965	0.48625741148437657
DOT1L-1	DOT1L	0.870292466372539	ES2	cutting_control	spearman	DOT1L	84444	ACH-000906	ES2	0.3434723764085705	1.1273346921707943
DOT1L-1	DOT1L	0.8676491189768216	ES2	cutting_control	pearson	DOT1L	84444	ACH-000906	ES2	0.3434723764085705	1.1273346921707943
AKT1-1	AKT1	0.8674349077156669	HCC44	perturbation_control	pearson	AKT1	207	ACH-000667	HCC44	-0.1220351340876218	0.8213328107904803
CCND1-2	CCND1	0.8671270807267071	A549	cutting_control	spearman	CCND1	595	ACH-000681	A549	-0.6709522038747181	1.1619339701445135
HIF1a-2	HIF1a	0.8670077226011617	HCC44	cutting_control	pearson	HIF1a	3091	ACH-000667	HCC44	0.2806746054782434	0.7159932833638062
MAPK1-2	MAPK1	0.8650689896741758	HCC44	perturbation_control	pearson	MAPK1	5594	ACH-000667	HCC44	-0.1859049622873572	0.8985525937525161
CDK4-3	CDK4	0.8640682338462522	HCC44	perturbation_control	pearson	CDK4	1019	ACH-000667	HCC44	-0.3096149910825777	0.781976646266068
RHOA-1	RHOA	0.8616836195783169	A549	perturbation_control	spearman	RHOA	387	ACH-000681	A549	-0.8097010811281051	0.6951384509563854
BRCA1-1	BRCA1	0.8614797293879836	HCC44	perturbation_control	pearson	BRCA1	672	ACH-000667	HCC44	-0.4479653131435857	0.726156262441971
GLS-2	GLS	0.8606108068315463	HCC44	perturbation_control	spearman	GLS	2744	ACH-000667	HCC44	-0.3223938931378628	0.780913840288054
XBP-2	XBP	0.8584243173819301	HCC44	cutting_control	spearman						0.962488145821121
XBP-1	XBP	0.8583326540568507	A549	cutting_control	pearson						1.0387059524274904
CSNK1A1-2	CSNK1A1	0.8583147443306743	ES2	perturbation_control	pearson	CSNK1A1	1452	ACH-000906	ES2	-0.3371487643080693	0.8971034089927276
ERBB2-2	ERBB2	0.857112877434804	ES2	cutting_control	pearson	ERBB2	2064	ACH-000906	ES2	-0.3164060916195579	1.1611985020103206
